AI_number,SW_Permit,County,LF_names,LAT,LONG_,Stage_1_Ra,Closed,Consultant,Deed_Notic,Terminatio,CONSTR_or,Contract_o,Haz_disp,Consulta_1,Address,Name_2,Name3,Permit_Sta,Operator_T,Property_O,BEGIN_DATE,END_DATE,Checked,Used_AC,Perm_AC,Field_Note,SW_Permit_,SW_Permit1,Name_4,Name_5
987,031-A0001,Edmonson,James Raymer Dump,37.23697222,-86.28519444, , , , , , ,S1C1,_, ,See ARM,James Raymer Property Open Dump, ,No Permit,Private,Private,0,0,Y,<1, ,Dump in old quarry. Notes in TEMPO about cleanup through a grant., ,,,
77536,031-00002,Edmonson,Fitzgeralds and Raymer,37.1795,-86.19611111, , , , , , ,S1C1,_, , , , , ,Private,Private,68,72,Y, , ,"Nothing at location, no local info, gps location leads to natural spring.", ,,,
77537,031-00003,Edmonson,Stice Brothers Landfill,37.10883333,-86.14302778, , , , , , ,S1C1,_, ,"Stice Road, Park City, KY", , ,Blue DOT,Private,Private,0,0,Y, , , , ,,,
77427,032-00001,Elliott,Sandy Hook,38.05141667,-83.12605556, , , , , , ,S1E7,_, , ,Sandy Hook City Dump, , ,Private,Private,0,0,Y,~8-10, ,"Most of waste removed, remainder buried under >100ft mine spoil", ,,,
77542,033-00001,Estill,Irvine City Dump,37.6944,-83.90352778, , , , , , ,S1E4,_, , , , ,No Record,Government,Government,0,75,Y,1.4, , , ,,,
77543,033-00002,Estill,Travis Wells,37.79516667,-84.03638889, , , , , , ,S1E4,_, , , , ,No Record,Private,Private,0,0,Y, , ,"Sawmill waste, cleaned up when site was sold to new owner", ,,,
998,033-00004,Estill,Blue Ridge RDF,37.73833333,-83.83388889, , , , , , , , , , ,Blue Ridge Recycling and Disposal Facility, ,Active, , ,0,0,Y, , , , ,,,
52010,034-00003,Fayette,Jacks Creek Pike landfill,37.88836111,-84.39502778, ,Y,TT,Y,Y,CONSTR,new6,"Lead, chlorinated solvents, PAH's, ashes and cinders from UK power plant, motor oil, dry cleaning solvent, calcium-silico-fluoride, paint thinner, sludge from city incinerator, sewage wastes, tires", ,"5888 Jacks Creek Pike, Lexington, KY",Raven Run Nature Sanctuary, ,DEP Other,Government,Government,69,72,Y,5,5,"Piles of exposed construction debris, including concrete, piping, fencing, and plastic", ,,,
0,034-A0003,Fayette,Viley Road Construction Dump,0,0, , , , , , ,S1E3,_, , , , ,No Record,Not Known,Not Determined,0,0,Y, , , , ,,,
1048,034-A0002,Fayette,Federal Medical Center,38.10555556,-84.55972222, , , , , , ,S1E3,_, ,"3301 Leestown Road, Lexington, KY", , ,Np Permit,Government,Government,35,82,Y, , ,Owned and operated by the Federal Bereau of Prisons, ,,,
43510,034-00008,Fayette,S.N. Sadler Construction Co. Inc.,38.05961111,-84.30575, , , , , , ,S1E3,Landfill accepted waste that was noted to produce a white smoke/steam on several occasions., ,"Viley Road, Lexington, KY",Highcroft Farm landfill, ,Blue Dot, , ,0,0,Y, , , , ,,,
52007,034-A0001,Fayette,Benge Dump,37.910125,-84.35778889, , , , , , ,S1E3,_, ,"Jct of US 25 & McCalls Mill Road, Lexington, KY", , , , , ,0,0,Y, , , , ,,,
77556,034-00001,Fayette,LFUCG Incinerator,38.05597222,-84.53219444, , , , , , ,S1E3,_, , ,Lexington City LF Incinerator, ,No Record, , ,0,0,Y, , ,"Incinerator, no visible waste", ,,,
77559,034-00006,Fayette,City of Lexington Site 2 Landfill,38.059,-84.53077778, , , , , , ,S1E3,_, ,"Old Frankfort Pike, Lexington, KY",City of Lexington Landfill, , ,Government,Government,74,78,Y, , ,Industrial landfill permitted in 1974, ,,,
77560,034-00009,Fayette,JBB Enterprise,38.05638889,-84.51591667, , , , , , ,S1E3,_, , ,Historic Landfill, , , , ,0,0,Y, ,1.28,"Little Waste visible, mostly concrete. Permit lists sites as an inert landfill starting in 1981.", ,,,
77557,034-00002,Fayette,Lexington Signal Depot Avon,38.07730556,-84.32230556, , , , , , , ,"General type of waste disposed with comments on things disposed that may be hazardous. - Unspecified solid and hazardous wastes generated at the facility from various industrial activities, including plating operations.  Constituents found in soil boring", , ,Lexington Bluegrass Army Depot,Lexington-Bluegrass-Avon,Other Program,Government,Government,42,80,Y,3, ,There are no active operations around any of the fills.  The fills were re-capped with RCRA-approved soil caps that greatly overlapped the original ones.  Each has 5-years of successful vegetative cover.  2 annual subsidence surveys show the RCRA caps ar, ,,,
15057,034-00004,Fayette,Old Frankfort Pike Landfill,38.06161111,-84.53597222, , , , , , , , , ,"1631 Old Frankfort Pike, Lexington, KY",Industrial Services of America,Lexington Fayette County Detention Centre,Blue Dot,Government,Government,49,77,Y, , ,Leased by Fayette county Fiscal Court to Industrail Cleaning Services Inc. in 1971,034-00005,,,
1068,034-00007,Fayette,Lexington Fayette County Urban Government Landfill,38.05536111,-84.29655556, , , , , , , , , , ,City of Lexington Haley Pike Landfill, ,Blue Dot,Government,Government,77,2008,Y, , ,"CDD on top of Unit 1 Phase 2 landfill. Preparing for closure, active CDD","034-B00007, 034-C00007",,,
0,034-A00001,Fayette,Benge Dump,37.91025,-84.35778, , , , , , , , , , , , , ,Private,Private,79,0,Y, , ,Owned by Mr. Alvin Haynes (Formerly by Mr. Virgil Benge), ,,,
37952,034-00040,Fayette,Demolition Disposal Services,38.06,-84.25694444, , , , , , , , , ,"4179 Hedger Lane, Lexington, KY",Thoroughbred Disposal LLC, ,Active, , ,0,0,Y, , , , ,,,
77571,035-00005,Fleming,Wayne Hurst,38.38280833,-83.63912778, ,Y,Owner,Y,Y,CONSTR,HB 174 work completed,_, ,"KY 32, Flemingsburg, KY", , ,Terminated,Private,Private,76,80,Y,7.4, ,Owner showed waste limits. Operated by trench method on a ridge., ,,,
43471,035-00003,Fleming,Carpenter Landfill,38.38483333,-83.73861111, , , , , , ,S1E3,_, ,"KY 2, Flemingsburg, KY", , , ,Private,Private,71,0,Y, , , , ,,,
77569,035-00001,Fleming,City of Flemingsburg,38.38362778,-83.73116667, , , , , , ,S1E3,_, , ,Flemingsburg City Dump, ,DEP Other,Government,Leased,52,68,Y, , ,Leased by Clinton Lee to City of Flemingsburg, ,,,
77570,035-00002,Fleming,Paul Rader Worthington Ewing,38.4262,-83.8655, , , , , , ,S1E3,_, ,"Houston Delaney Property, Ewing, KY",Ewing City Dump, , ,Private,Leased,0,0,Y, , ,"Leased by Houston Delaney to Paul Rader Worthington; Elementary School cafeteria waste, covered and vegetated.", ,,,
77572,035-00006,Fleming,City of Flemingsburg,0,0, , , , , , ,S1E3,"US 11 Mt. Sterling Road, Flemingsburg, KY", ,"US 11 Mt. Sterling Road, Flemingsburg, KY", , ,Blue Dot, , ,0,0,Y, ,20.8, , ,,,
1125,035-00004,Fleming,Maxey Flats Nuclear Disposal,38.25810556,-83.57120556, , , , , , , , , ,"Located at the junction of Hwy 1895 and 158, Hillsboro, KY 41049","Nuclear Engineering Company, Inc.", , ,Private,Private,63,77,Y, , ,Owned and operated by Jewel Clay Pool, ,,,
43472,036-00013,Floyd,Floyd County Landfill,37.53536111,-82.764, ,Y,NESBITT, ,Y,CONSTR,first8,"asbestos, empty fiberglass resin barrels    arsenic in MW-5", ,"Garth Hollow Road, Martin, KY", , ,Blue Dot,Government,Government,80,92,Y, , ,"Already closed, site will eventually slide downhill, closure was poor.", ,,,
0,036-A0001,Floyd,Little Mud Creek Dump,37.53030556,-82.65936111, , , , , , ,S1E8,_, , , , ,No Record,Government,Government,0,0,Y, , ,Closure plan letter by Hill Engineering dated 2-3-81 shows location and plan drawing;, ,,,
1251,036-00001,Floyd,Jenny Wiley State Park,37.70983333,-82.74477778, , , , , , ,S1E8,_, ,"39 Jenny Wiley Dr, Prestonsburg, KY", , , ,Government,Government,0,71,Y, , ,"Campground on site, nothing visible at location", ,,,
77574,036-00002,Floyd,Auxier East Point,37.73833333,-82.77091667, , , , , , ,S1E8,_, ,"N River St, Auxier, KY",Auxier Open Dump, , ,Private,Private,0,0,Y, , ,Owned by Donald McGlothin; not found, ,,,
77575,036-00003,Floyd,Prestonsburg City Dump,37.65448056,-82.78053889, , , , , , ,S1E8,_, , ,Prestonsburg Open Dump, , ,Government,Government,55,75,Y, , ,"Gated, nothing seen at site", ,,,
77576,036-00004,Floyd,Cow Creek Mt. Dump,37.64531944,-82.64786944, , , , , , ,S1E8,_, ,"Cow Creek, Emma, KY", , , ,Private,Private,0,0,Y, , ,Leased by Kelly and Sonny Ward to Floyd County; Open Dump, ,,,
77577,036-00005,Floyd,Allen Dwale Garbage Dump,37.61525,-82.72683333, , , , , , ,S1E8,_, , ,Dwale Open Dump, , ,Private,Private,0,0,Y,5.5, ,"Owned by C&O R.R. Co. ; Nothing visible at the location, field and church located on site", ,,,
77578,036-00006,Floyd,Allen Dump,37.60080556,-82.70266667, , , , , , ,S1E8,_, , ,Allen Open Dump, ,No Record,Private,Private,0,0,Y, , ,Owned by C&O R.R. Co. ; Dumpsite, ,,,
77579,036-00007,Floyd,Betsy Lane Dump,37.56266944,-82.62276944, , , , , , ,S1E8,_, , , , , , ,Private,0,0,Y, , ,Owner; Colonial Coal Co. ; Nothing found at the coordinates, ,,,
77580,036-00008,Floyd,David Garbage Dump,37.60271,-82.90456944, , , , , , ,S1E8,_, , , , , ,Private,Private,72,0,Y, , ,Owners: Mr. Mclure and Woodrow Branham ; Nothing visible at the coordinates, ,,,
77581,036-00009,Floyd,Buck Branch Dump,37.57988056,-82.78978889, , , , , , ,S1E8,_, ,"Bucks Branch Road, Martin, KY",Martin Open Dump - Bucks Branch, , , ,Private,0,0,Y, , ,"Owner: John Ousley; Nothing visible at site, steep slope, open dump site", ,,,
77582,036-00010,Floyd,Sizemore Hill Dump,37.455,-82.77581111, , , , , , ,S1E8,_, ,"Sizemore Hill, Wayland, KY",Wayland Open Dump - Sizemore Hill, , , ,Private,0,0,Y, , ,"Owner: Warden Collins ; nothing visible at coordinates, steep slope, open dump site.", ,,,
77583,036-00011,Floyd,Buckingham Hill Dump,37.6663,-82.7535, , , , , , ,S1E8,_, , , , , , ,Private,0,0,Y, , ,"Owner: Curtis Johnson ; roadside dump, overgrown", ,,,
77584,036-00012,Floyd,Turkey Creek Highway,37.4762,-82.7881, , , , , , ,S1E8,_, ,"KY 77, Prestonsburg, KY",Turkey Creek Open Dump - KY 77, , ,Government,Government,74,81,Y, , ,Dumpsite not located, ,,,
1258,036-00014,Floyd,Costain Coal Inc. - Lodestar Energy,37.58111111,-82.67361111, , , , , , , , , , ,Lodestar Energy - Stratton Branch, ,Active, , ,0,0,Y, , , , ,,,
1372,037-00004,Floyd,Mickey McQuire Garbage Disposal,38.13083333,-84.98083333, , , , , , , , , , ,McGuire Sanitation Svc (04), , ,Private,Private,71,85,Y, , ,Ownership transferred from McGuide Sanitation Service to Mickey McGuire Sanitation Inc. in 1983, ,,,
43484,037-00007,Franklin,Sam Dills LF,38.20894444,-84.89797222,P, ,DWM, , , ,S1E2,Possibly heavy metals in ceramic tile glazes.  Some dissolved lead in on-site ponds., ,"Benson Valley Road, Frankfort, KY", , ,Blue Dot,Private,Private,78,94,Y, , ,Single grassed waste area on a flat-topped terrace on side of hill., ,,,
1373,037-00005,Franklin,Schenly Distillers,38.21817944,-84.86534444,47, ,KENVIRONS, , , ,S1E2,_, ,"113 Great Buffalo Trace, Frankfort, KY",Buffalo Trace Distillery Inc., , , , ,0,0,Y, , ,Formerly AI 77587, ,,,
77586,037-00003,Franklin,Mickey McQuire;Op & Const.,38.15527778,-84.91,41, ,KENVIRONS, , , ,S1E2,_, ,"1810 Twilight Trail, Frankfort, KY",Mickey McQuire Landfill #3, , ,Private,Private,0,63,Y, , ,"Owner was stated to be Colon Jones, who lived on site during a site visit in 01. Current landowner on top of hill is Robert Risen, additional waste area on top of hill. Closed since 1963, city checks site periodically", ,,,
77962,037-00002,Franklin,Mickey McQuire Garbage Disposal,38.21333333,-84.9089,39, ,KENVIRONS, , , ,S1E2,_, ,"2817 Bald Knob Road, Frankfort, KY",Rick Wentworth Property, ,No Record,Private,Private,0,0,Y,7.226, ,Empty drums located on site by Kenvirons, ,,,
61796,037-00001,Franklin,Frankfort Incinerator,38.21333333,-84.88944444,37, ,TT, , , ,30E,_, ,"US 421 N, Frankfort, KY",Frankfort Maintenance Building, , ,Government,Government,0,0,Y, , ,No disposal, ,,,
74267,038-00018,Fulton,Fulton City Landfill,36.5726,-88.91039722,45, ,KENVIRONS, , , ,super,_, ,"Country Farm Road, Hickman, KY",W.D. Powers Open Dump,Old City of Fulton Dump,DEP Other,Government,Leased,64,86,Y,40.7,68,"Out of total 68 acres, 56 acres were owned by Fulton Co. (operated m60s to m80s), and 12 acres were owned by Ray Presson (closed 1976).", ,,,
0,038-00014,Fulton,Open Dump (Does not qualify for HB 174),36.5853,-89.1695, ,Y,URS, ,Y,NFA,S1W1,_, , , , , , , ,0,0, , , , , ,,,
74225,038-00002,Fulton,Open Dump - State ROW,36.55530556,-89.34352778, ,Y,URS,N/A,Y,NFA,S1W1,_, , , , , , , ,0,0,Y, , ,"No report, not visited site, no file search", ,,,
74226,038-00003,Fulton,Open Dump - Co. ROW,36.54552778,-89.2524, ,Y,URS,N/A,Y,NFA,S1W1,_, , , , , , , ,0,0,Y, , ,"No report, not visited, no file search", ,,,
74227,038-00004,Fulton,Open Dump,36.53566667,-89.25227778, ,Y,URS,N/A,Y,NFA,S1W1,_, , ,Prices Grocery Open Dump , , , , ,0,0,Y, , ,"Nothing visible, thick vegetation shown in photo, dimensions not known", ,,,
74228,038-00005,Fulton,Open Dump,36.52633333,-89.25441667, ,Y,URS,N/A,Y,NFA,S1W1,_, , , , , , , ,0,0,Y, , ,"Nothing visible, crops shown in photo, dimensions not known.", ,,,
74229,038-00006,Fulton,Open Dump,36.52944444,-89.25480556, ,Y,URS,N/A,Y,NFA,S1W1,_, , , , , ,Private,Private,0,0,Y, , , , ,,,
74230,038-00007,Fulton,Open Dump,36.52561111,-89.24352778, ,Y,URS,N/A,Y,NFA,S1W1,_, , ,Wilson Hill Open Dump , , ,Private,Private,0,0,Y, , ,"Active open diump, reported to SWC", ,,,
74260,038-00008,Fulton,Charles Star,36.56572222,-89.20777778, , ,URS,N/A,Y,NFA,S1W1,_, ,"Levee Road, Hickman, KY",Charles Star Open dump, , ,Private,Private,0,0,Y, , ,"No address, nothing at location, former open dump. 1972 letter in county file identifies as open dump.", ,,,
74261,038-00009,Fulton,Albert (Tootsy) Graves,36.54802778,-89.21177778, , ,URS, , , ,S1W1,_, , , , , ,Government,Private,0,72,Y, , ,"Gps location leads to blocked road, site not visited", ,,,
74262,038-00010,Fulton,Open Dump,36.54363889,-89.20891667, ,Y,URS,N/A,Y,NFA,S1W1,_, ,"KY 309, Hickman, KY",KY 309 Open Dump, , , , ,0,0,Y, , ,"Ditch visible, nearly nothing else visible at site.", ,,,
74263,038-00011,Fulton,M. E. Garrison,36.54413889,-89.18308333, , ,URS, , , ,S1W1,_, ,"KY 1463, Hickman, KY", , ,No Record,Private,Private,0,0,Y,10, ,"Nothing at location, no local info-10 acre pasture", ,,,
74264,038-00012,Fulton,Open Dump,36.57197222,-89.18558333, ,Y,URS,N/A,Y,NFA,S1W1,_, , ,Ferry Landing Open Dump, , , , ,0,0,Y, , ,"Steep slope mostly visible and stabilized, no visible trash remains.", ,,,
74265,038-00013,Fulton,Open Dump,36.5791,-89.1683, ,Y,URS,N/A,Y,NFA,S1W1,_, , ,Upper Bottom Open Dump #1, , , , ,0,0,Y, , ,Nothing visible at location, ,,,
74266,038-00015,Fulton,Open Dump - Upper Bottom Dump #3,36.5779,-89.16091667, ,Y,URS,N/A,Y,NFA,S1W1,_, , ,Upper Bottom Open Dump #3, , , , ,0,0,Y, , ,"Did not reach location, no other information.", ,,,
74268,038-00017,Fulton,Open Dump - Fulton #2,36.51886111,-88.89969444, ,Y,URS,N/A,Y,NFA,S1W1,_, , ,NW Fulton Open Dump, , , , ,0,0,Y, , ,Nothing Visible, ,,,
46023,038-00014,Fulton,Open Dump - Upper Bottom Dump #2,36.58527778,-89.16947222, , , , , ,NFA, , , , , , , , , ,0,0,Y, , ,"Gps location taken near bridge, the most likely location. Nothing visible at site.", ,,,
43468,038-00019,Fulton,Josh McClure,0,0, , , , , ,NFA, , , ,"KY 309 & KY 3, Hickman, KY",B&J Sanitation Landfill Inc.,Jones Landfill,Blue Dot,Private,Private,0,0,Y, , , , ,,,
71310,039-00001,Gallatin,Alexander Dump,38.76580556,-84.97197222,37, ,TT, , , ,30E,_, ,"KY 184, Warsaw, KY", , , ,Private,Private,0,0,Y, , ,"Active open dump, open burning, exposted trash, site appears to be active. Question whether cleanup was ever done on old violations.", ,,,
77603,040-00003,Garrard,Roadside dump #2,37.73890556,-84.63548917,40, ,TT, , , ,S1C6,_, , , , , , , ,0,0,Y, , ,"Not found, coordinates from database", ,,,
71311,040-00001,Garrard,City of Lancaster,37.6245,-84.54363889,38, ,TT, , , ,30E,_, ,"Conn Ln, Lancaster, KY",Lancaster City Landfill,Lancaster Sanitary Landfill, ,Government,Government,67,75,Y, , ,"Exposed garbage, leachate flowing into stream.", ,,,
77604,040-00004,Garrard,Roadside dump #3,37.6167,-84.60360278,0,Y,TT,N/A,N/A,NFA,S1C6,_, , , , , , , ,0,0,Y, , ,"Not found, coordinates from database", ,,,
77605,040-00005,Garrard,Roadside dump #4,37.60394444,-84.62375,0,Y,TT,N/A,N/A,NFA,S1C6,_, , , , , , , ,0,0,Y, , ,"Former open dump, quarry, local resident information. Site was cleaned up", ,,,
0,040-A0001,Garrard,City of Lancaster Dump (pre-permit),37.61322222,-84.58780556, , ,TT, , , , , , , , , , , , ,0,0,Y, , ,"File drawing in 40.01 file, pre-permit, open burning.", ,,,
1472,040-00006,Garrard,Lancaster Landfill,37.61455556,-84.54175, , ,TT, , , ,S1C6,_, ,"W Buford St, Lancaster, KY",Lancaster WWTP, , ,Government,Leased,75,76,Y,1.6, ,"Leased by Ruby and James Henderson to the city of Lancaster. Overgrown with small trees, low spots and gullys on cap.", ,,,
77602,040-00002,Garrard,Roadside dump #1,37.76069444,-84.61786111, ,Y,TT,N/A,Y,NFA,S1C6,_, , , , , , , ,0,0,Y, , ,"Small open dump, car, junk, cdd over embankment", ,,,
71312,041-00001,Grant,Rimer's Sanitary Landfill,38.66533333,-84.6515,36, ,TT, , , ,30E,_, ,"Taft Highway, Dry Ridge, KY", , , ,Private,Private,59,0,Y,4, ,"Exposed trash in creek, owned by W.Z. Rimer", ,,,
77606,041-00013,Grant,Illegal Roadside Dump,38.7624,-84.53691667, ,Y,DWM,N/A,Y,NFA,S1E2,_, , , , ,Pre-permit, , ,0,0,Y, , ,Exposed household trash & appliances along roadside about 50 feet long., ,,,
77607,041-00014,Grant,Illegal Roadside Dump,38.655,-84.66330556, ,Y,DWM,N/A,Y,NFA,S1E2,_, , ,Bill Cook Landfill, ,No-permit, , ,0,0,Y, , ,"Not found, no local info, road closed.", ,,,
77609,041-00015,Grant,Roadside dump,38.57005556,-84.55183333, ,Y,DWM,N/A,Y,NFA,adequately cleaned up,_, , , , ,No-permit, , ,0,0,Y, , , ,041-00006R,,,
0,041-A0001,Grant,Rural Auto Parts,38.69641667,-84.60233333, , , , , , ,S1E2,Concern of metals in soils at site., , , , ,No Record,Private,Private,56,92,Y,15, ,"KYD-985-091-099, scrap metal and debris; owned by John. L. Smith, 15 acres, concern of metal in soils at site.", ,,,
1505,041-00012,Grant,Bill Cook landfill,38.48477778,-84.57494444, , , , , , ,S1E2,_, ,"310 Industrial Road, Williamstown, KY",Williamstown WWTP & Landfarm, ,Reassigned,Private,Private,0,0,Y, , ,"Trailer on old landfill. Footings encountered trash, boundaries unknown. Currently the WWTP for Williamstown on site.", ,,,
1483,041-00002,Grant,Epperson Landfill,38.62336111,-84.53691667, , , , , , , , , , , , , ,Private,Private,68,91,Y,30.75, ,Owned and operated by Hade Epperson until 78; then owned by Freddie and Betty Epperson and operated by Epperson's trash hauling. Currently epperson landfill owned by Addington.,041-00004,,,
77610,041-00007R,Grant,Grant Co. Board of Education,38.57111111,-84.64683333, , , , , , , , , , ,Illegal Roadside Dump, ,No Permit, , ,0,0,Y, , ,To be cleaned up by KCCCP; Owner: James Doolin ; At pull-off from Heekin-Lawrenceville Road.,041-00016,,,
74269,042-00001,Graves,Mayfield Public Dump,36.77815833,-88.48578556,9, ,ATC, , , ,S1W2,_, ,"County Line Rd, Mayfield, KY", , ,No Record,Private,Private,62,73,Y,4, ,Confirmed dump location. Noted that the property has an abandoned trailer and an aboveground pool (residential).  Owner says that nobody lives here.  Dump area is well vegetated with grass., ,,,
0,042-A0001,Graves,Ballew Pond,36.69653333,-88.70588611,6, ,ATC, , , ,S1W2,_, , , , ,No Record,Not Known,Not Determined,0,0,Y,0.5, ,"Site was identified by the Graves County Health Dept. where waste was reportedly uncontrollably dumped into as a ""bottomless pond.""", ,,,
74273,042-00006,Graves,Mayfield - Graves Co,36.6989,-88.6695,5, ,ATC, , , ,S1W2,_, ,"Dodson Road, Mayfield, KY",General Tire Landfill, , ,Private,Private,56,91,Y, , ,Owned and operated by General Tire Inc.,042-00005R,,,
74271,042-00003,Graves,Mayfield Cleanup,36.70232167,-88.67932778,4,Y,ATC,N/A,Y,NFA,S1W2,_, ,The site is located off of the access road to the current waste disposal area in Graves Co. 3 miles SW of Mayfield on SR 45., , ,No Record,Private,Private,0,73,Y,~33, ,"The site is rectangular in nature ~33 acres in total. No waste exposed on surface or near boundaries. Barbed wire around site perimeter.  Vegetated, rolling hills 10-20 feet in thickness with drainage swales between the hills.", ,,,
74270,042-00002,Graves,Fancy Farm Community Dump,36.826075,-88.78563139,3,Y,ATC,N/A,Y,NFA,S1W2,_, ,"KY 339, Fancy Farm, KY", , ,No Record,Private,Private,0,72,Y,7.6, ,"Some visible waste on the surface (residential in nature, tires, glass, cans, etc.). Sites is heavily vegitated and part of the property is a soybean field.", ,,,
52057,042-A0003,Graves,Ricky Madding dump,36.70655556,-88.69361111,2,Y,ATC,N/A,Y,NFA,S1W2,_, ,Just west of the intersection of CR-1350 and US 45, , ,No Permit,Uncontrolled,Not Determined,0,0,Y,<1, ,"Some tires, construction debris noted on surface.  Active dumping by county road department.  Site is a vacant grass field with a former gravel pit", ,,,
1512,042-A0002,Graves,Continental General Tires Landfill,,,,,,,,,,,,,,,,Private,Private,65,60,,,,Owned and operated by General Tire and Rubber Co. ,,,,
38183, ,Graves,N Graves Co Landfill (not CD&D landfil),0,0, , , , , , ,Referred by SF, , ,"KY 849, Boaz, KY",Eagle Landfill LLC, , , , ,0,0,Y, , ,"Site was identified by the Graves County Health Dept. where waste was reportedly uncontrollably dumped into as a ""bottomless pond."" Some trash (residential in nature) is visible floating on the surface of the pond.", ,,,
74272,042-00004,Graves,J L Wheeler Sanitary Landfill,36.71394444,-88.61841667, , , , , , , , , , , , ,Not Built,Private,Private,69,73,Y, , ,"Determined to be tier 1 site. Did not exist. Site is an empty gravel lot.  Local resident stated that Wheeler did a lot of grading at the property, but no dumping.", ,,,
1512,042-00005,Graves,General Tire and Rubber Co (Mayfield),36.78313889,-88.63966667, , , , , , , , , ,"1 General St, Mayfield, KY",General Tire Landfill,CTNA Manufacturing LLP,Pre-permit,Private,Private,70,84,Y, , ,High vegetation; broken concrete pile visible 1300x1960ft, ,,,
1551,042-00007,Graves,Graves County Landfill,36.69055556,-88.67444444, , , , , , , , , ,"3426 US 45 S, Mayfield, KY",Western Kentucky Landfill, ,Active,Government,Government,76,0,Y,24.3, ,Called area 2 adjacent to active site (W KY LF) ; property sold to Commercial Waste Disposal Company by City of Mayfield in 1984,042-B0007,,,
1574,043-00002,Grayson,Old Leitchfield Landfill,37.46952778,-86.29758333,40,Y,KENVIRONS,Y,Y,CONSTR,new6,"uncontrolled disposal of industrial and commercial waste through life of landfill    cis-1,2-Dichloroethene, Trichloroethene, and vinyl chloride; GW impacts", ,"510 S English St, Leitchfield, KY", , ,DEP Other,Government,Government,79,85,Y,37.5,62,There was a Vinyl Chloride and TCE detection at this site.,"043-00001, 043-00009",,,
43451,043-00003,Grayson,City of Leitchfield,37.4717,-86.39311111,40,Y,DWM,Y,Y,CONSTR,S1C2,_, ,"Hornback-Millwood Road, Leitchfield, KY",Millwood Landfill,Hornback Millwood Road Landfill,Blue Dot,Government,Government,79,92,Y, , , , ,,,
71419,044-00002,Green,City of Greensburg (Willie Milby),37.25580556,-85.53702778,45, ,KENVIRONS, , , ,30W,_, ,"Carlos Sutton Ln, Greensburg, KY",Greensburg Sanitary Landfill - Milby Site, ,Blue Dot,Government,Government,79,92,Y, , ,"Name changed to city of greensburg (Willy Milby) sanitary landfill from Willy Milby landfill, permit expired in 1976, later used as unpermitted site, then again repermitted", ,,,
77615,044-00001,Green,Greensburg Dump,37.25147222,-85.51083333, , , , , , ,S1C5,_, , ,Greensburg City Dump #1, ,DEP Other,Private,Leased,71,88,Y, , ,"Owned by Fred Simpson; buried garbage, nothing on surface, local info, trailer on top", ,,,
43454,044-00003,Green,Russell Milby and Sons,37.22563889,-85.51322222, , , , , , , , , , , , , ,Private,Private,0,95,Y, , ,"Proposed CDD, terminated 1995. Terminated application not built", ,,,
38228,044-00004,Green,Milbe Sanitation Landfill,0,0, , , , , , , , , , , , ,RBPR,Private,Private,0,0,Y, , ,"Transfer Station, not a landfill", ,,,
1597,045-00008,Greenup,Hilltop Landfill,38.5935,-83.066,41, ,TT, , , ,30E,Dichloromethane detected in one of the well samples, ,"KY 874 & 2070, York, KY", , ,Blue Dot,Private,Private,76,92,Y,12.2,40,Owned and operated by Ralph Bradley. May not qualify for our program; some documents note waste may have been accepted as late as 2002., ,,,
71313,045-00006,Greenup,Cecil W. Hurst Landfill,38.62552778,-82.89097222,40, ,TT, , , ,30E,"Arsenic, Iron, and Methylene Chloride were reported above the acceptable limits.", ,"Slash Spur No 2 Road, Greenup, KY",Hurst Sanitary Landfill, ,Blue Dot,Private,Private,72,76,Y, , ,Owned and operated by Cecil W. Hurst. DWM directed Mr. Hurst to remove some of the waste on the surface. Primarily white goods and tires., ,,,
307,045-00005,Greenup,AK Steel Corp. West Plant Inert LF,38.51666667,-82.68333333, , , , , , ,DWM,"Basic Oxygen Slag, Blast Furnace Slag, Refractories, Burnt Lime, Flue Dust and Scrap", ,"170 Armco Road, Ashland, KY", , ,DEP Other,Private,Private,72,76,Y, , ,"Discussed closure requirements with plant personell. Capped by slag, not vegitated.", ,,,
1601,045-00011,Greenup,Didier Taylor Refractories Corp.,0,0, , , , , , ,S1E6,_, , ,"HarbisonWalker, International", ,Terminated,Private,Private,0,0,Y, , , , ,,,
43457,045-00010,Greenup,CSX Transportation,38.53953889,-82.70415, , ,DWM, , ,CONSTR,S1E6,_, ,"US 23 & Pond Run Rd, Russell, KY",CSX Transportation Landfill,Chessie System,Terminated,Private,Private,81,97,Y, , ,"Name changed from Chessie SYstems to CSX Transportation in 1987. CDD Landfill, properly closed in good condition. Superfund info. Haz Waste branch was managing the closure.", ,,,
51827,045-00002,Greenup,Jeff Meade Landfill,38.51572222,-82.79516667, , , , , , ,Referred by SF, , ,"HC 66 Box 1114, Wurtland, KY", , , ,Government,Leased,68,72,Y, , ,Has monitoring wells; leased by Jeff Meade to city of Flatwoods; owned by L.R. Chapman., ,,,
52088,045-00001,Greenup,Kenneth Smith Landfill,38.54177778,-82.70388889, , , , , , ,S1E6,_, , ,Greenup County Dump, , ,Private,Leased,0,0,Y, , ,"Local Info, uncertain location, covered and maintained.", ,,,
52101,045-A0002,Greenup,Industrial Supply Company Dump,38.60208333,-82.85725, , , , , , ,S1E6,_, ,"Victory Lane, Greenup, KY", , , ,Private,Unknown,0,0,Y, , ,Operated by Industrial Supply Co. ; Owner unknown, ,,,
