1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FEDERAL FACILITY,19. INDUSTRY SECTOR CODE,20. INDUSTRY SECTOR,21. PRIMARY SIC,22. SIC 2,23. SIC 3,24. SIC 4,25. SIC 5,26. SIC 6,27. PRIMARY NAICS,28. NAICS 2,29. NAICS 3,30. NAICS 4,31. NAICS 5,32. NAICS 6,33. DOC_CTRL_NUM,34. CHEMICAL,35. ELEMENTAL METAL INCLUDED,36. TRI CHEMICAL/COMPOUND ID,37. CAS#,38. SRS ID,39. CLEAN AIR ACT CHEMICAL,40. CLASSIFICATION,41. METAL,42. METAL CATEGORY,43. CARCINOGEN,44. PFAS,45. FORM TYPE,46. UNIT OF MEASURE,47. 5.1 - FUGITIVE AIR,48. 5.2 - STACK AIR,49. 5.3 - WATER,50. 5.4 - UNDERGROUND,51. 5.4.1 - UNDERGROUND CL I,52. 5.4.2 - UNDERGROUND C II-V,53. 5.5.1 - LANDFILLS,54. 5.5.1A - RCRA C LANDFILL,55. 5.5.1B - OTHER LANDFILLS,56. 5.5.2 - LAND TREATMENT,57. 5.5.3 - SURFACE IMPNDMNT,58. 5.5.3A - RCRA SURFACE IM,59. 5.5.3B - OTHER SURFACE I,60. 5.5.4 - OTHER DISPOSAL,61. ON-SITE RELEASE TOTAL,62. 6.1 - POTW - TRNS RLSE,63. 6.1 - POTW - TRNS TRT,64. POTW - TOTAL TRANSFERS,65. 6.2 - M10,66. 6.2 - M41,67. 6.2 - M62,68. 6.2 - M40 METAL,69. 6.2 - M61 METAL,70. 6.2 - M71,71. 6.2 - M81,72. 6.2 - M82,73. 6.2 - M72,74. 6.2 - M63,75. 6.2 - M66,76. 6.2 - M67,77. 6.2 - M64,78. 6.2 - M65,79. 6.2 - M73,80. 6.2 - M79,81. 6.2 - M90,82. 6.2 - M94,83. 6.2 - M99,84. OFF-SITE RELEASE TOTAL,85. 6.2 - M20,86. 6.2 - M24,87. 6.2 - M26,88. 6.2 - M28,89 6.2 - M93,90. OFF-SITE RECYCLED TOTAL,91. 6.2 - M56,92. 6.2 - M92,93. OFF-SITE ENERGY RECOVERY T,94. 6.2 - M40 NON-METAL,95. 6.2 - M50,96. 6.2 - M54,97. 6.2 - M61 NON-METAL,98. 6.2 - M69,99. 6.2 - M95,100. OFF-SITE TREATED TOTAL,101. 6.2 - UNCLASSIFIED,102. 6.2 - TOTAL TRANSFER,103. TOTAL RELEASES,104. 8.1 - RELEASES,105. 8.1A - ON-SITE CONTAINED,106. 8.1B - ON-SITE OTHER ,107. 8.1C - OFF-SITE CONTAIN,108. 8.1D - OFF-SITE OTHER R,109. 8.2 - ENERGY RECOVER ON,110. 8.3 - ENERGY RECOVER OF,111. 8.4 - RECYCLING ON SITE,112. 8.5 - RECYCLING OFF SIT,113. 8.6 - TREATMENT ON SITE,114. 8.7 - TREATMENT OFF SITE,115. PRODUCTION WSTE (8.1-8.7),116. 8.8 - ONE-TIME RELEASE,117. PROD_RATIO_OR_ ACTIVITY,118. 8.9 - PRODUCTION RATIO
2019,42029NVNNC2468I,1.10009E+11,LUBRIZOL ADVANCED MATERIALS INC,2468 INDUSTRIAL PKWY,CALVERT CITY,MARSHALL,KY,42029,,,37.046288,-88.325437,NAD83,BERKSHIRE HATHAWAY INC,1024314,BERKSHIRE HATHAWAY INC,NO,325,Chemicals,,,,,,,325211,,,,,,1.31922E+12,Cyclohexane,NO,110827,110-82-7,27003,NO,TRI,NO,0,NO,NO,R,Pounds,8860,2050,0,0,0,0,0,0,0,0,0,0,0,0,10910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,0,0,0,0,0,0,663,0,0,0,0,0,0,0,4,4,0,3829,0,0,0,0,3829,0,4496,11573,0,0,10910,663,0,0,4,22903079,0,91632,3829,23010117,,PRODUCTION,0.74
2019,40222FRDMT3001C,1.1E+11,FORD MOTOR CO KENTUCKY TRUCK PLANT,3001 CHAMBERLAIN LN,LOUISVILLE,JEFFERSON,KY,40241,,,38.2935,-85.5322,NAD83,FORD MOTOR CO,1344746,FORD MOTOR CO,NO,336,Transportation Equipment,,,,,,,336112,,,,,,1.31922E+12,Methanol,NO,67561,67-56-1,4283,YES,TRI,NO,0,NO,NO,R,Pounds,1200,960,0,0,0,0,0,0,0,0,0,0,0,0,2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27000,0,39,0,0,27039,1300,0,1300,0,0,0,0,0,0,0,0,28339,2160,0,0,2200,0,0,0,1300,0,27000,11000,0,41500,,PRODUCTION,1.07
2019,42701FLNTN305RI,1.1E+11,FLINT CPS INKS NA LLC,305 RING RD,ELIZABETHTOWN,HARDIN,KY,42701,,,37.68836,-85.91434,NAD83,FLINT GROUP NA CORP,5355854,FLINT GROUP NORTH AMERICA CORP,NO,325,Chemicals,,,,,,,325910,325130,,,,,1.31922E+12,Manganese  And Manganese Compounds,YES,N450,N450,650010,YES,TRI,YES,1,NO,NO,R,Pounds,0,0,250,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,136,0,0,0,0,0,0,0,0,136,,PRODUCTION,0.4
2019,42350WLSNSHWY85,1.10001E+11,BIG RIVERS ELECTRIC CORP WILSON STATION,5663 STATE RT 85,CENTERTOWN,OHIO,KY,42328,,,37.449769,-87.080298,NAD83,BIG RIVERS ELECTRIC CORP,4860730,BIG RIVERS ELECTRIC CORP,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1.31922E+12,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,7664939,7664-93-9,152405,NO,TRI,NO,0,NO,NO,R,Pounds,0,1350000,0,0,0,0,0,0,0,0,0,0,0,0,1350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350000,0,0,1350000,0,0,0,0,0,0,1407811,0,2757811,,PRODUCTION,1.25
2019,40361MLLNCHIGHW,1.10057E+11,AVANTOR PERFORMANCE MATERIALS,7001 MARTIN LUTHER KING BLVD,PARIS,BOURBON,KY,40361,,,38.229722,-84.2525,NAD83,AVANTOR PERFORMANCE MATERIALS INC,263905417,AVANTOR PERFORMANCE MATERIALS INC,NO,325,Chemicals,,,,,,,325199,,,,,,1.31922E+12,Mercury compounds,NO,N458,N458,650028,YES,PBT,YES,1,NO,NO,R,Pounds,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,94,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,94.01,8.01,0,0,8,0,0.01,0,0,0,94,0,0,102.01,,PRODUCTION,1.72
2019,40361MLLNCHIGHW,1.10057E+11,AVANTOR PERFORMANCE MATERIALS,7001 MARTIN LUTHER KING BLVD,PARIS,BOURBON,KY,40361,,,38.229722,-84.2525,NAD83,AVANTOR PERFORMANCE MATERIALS INC,263905417,AVANTOR PERFORMANCE MATERIALS INC,NO,325,Chemicals,,,,,,,325199,,,,,,1.31922E+12,Chlorobenzene,NO,108907,108-90-7,25478,YES,TRI,NO,0,NO,NO,R,Pounds,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5164,0,5164,0,0,0,0,0,0,0,0,5164,1,0,0,1,0,0,0,5164,0,0,0,0,5165,,PRODUCTION,1.61
2019,40361MLLNCHIGHW,1.10057E+11,AVANTOR PERFORMANCE MATERIALS,7001 MARTIN LUTHER KING BLVD,PARIS,BOURBON,KY,40361,,,38.229722,-84.2525,NAD83,AVANTOR PERFORMANCE MATERIALS INC,263905417,AVANTOR PERFORMANCE MATERIALS INC,NO,325,Chemicals,,,,,,,325199,,,,,,1.31922E+12,Hydrogen fluoride,NO,7664393,7664-39-3,152371,YES,TRI,NO,0,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.1,0,124.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6369,0,0,6493.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6493.1,6493.1,0,0,0,0,6493.1,0,0,0,0,0,0,6493.1,,PRODUCTION,0.9
2019,41008DWCRNUSHIG,1.10057E+11,DOW SILICONES CORP,4770 US HWY 42,CARROLLTON,CARROLL,KY,41008,,,38.7074,-85.1048,NAD83,DOW INC,117063457,DOW INC,NO,325,Chemicals,,,,,,,325199,,,,,,1.31922E+12,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,7647010,7647-01-0,152231,YES,TRI,NO,0,NO,NO,R,Pounds,720,10900,0,0,0,0,0,0,0,0,0,0,0,0,11620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11620,0,0,11620,0,0,0,0,0,0,4400000,0,4411620,,PRODUCTION,0.91
2019,40065HVLLY1100I,1.1E+11,OHIO VALLEY ALUMINUM CO INC,1100 BROOKS IND US TRIAL RD,SHELBYVILLE,SHELBY,KY,40065,,,38.20903,-85.25677,NAD83,INTERLOCK INDS INC,102134178,INTERLOCK INDS INC,NO,331,Primary Metals,,,,,,,331314,,,,,,1.31922E+12,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,7647010,7647-01-0,152231,YES,TRI,NO,0,NO,NO,R,Pounds,0,8690,0,0,0,0,0,0,0,0,0,0,0,0,8690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8690,0,0,8690,0,0,0,0,0,0,86900,0,95590,,PRODUCTION,0.97
2019,42240MFNCH6805J,1.10002E+11,AMFINE CHEMICAL CORP,6805 JOHN RIVERS RD,HOPKINSVILLE,CHRISTIAN,KY,42240,,,36.790449,-87.378331,NAD83,NA,,AMFINE CHEMICAL CORP,NO,325,Chemicals,,,,,,,325199,,,,,,1.31922E+12,Triethylamine,NO,121448,121-44-8,31708,YES,TRI,NO,0,NO,NO,R,Pounds,370.03,451.51,0,0,0,0,0,0,0,0,0,0,0,0,821.54,246.62,0,246.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.62,0,0,0,0,0,0,0,0,0,0,80538,0,0,0,0,80538,0,80784.62,1068.16,0,0,821.54,0,246.62,0,0,404363,0,0,80538,485969.16,,PRODUCTION,8.86
2019,41015FLNSL3535L,1.10001E+11,INTERPLASTIC CORP-FORT WRIGHT,3535 LATONIA AVE,COVINGTON,KENTON,KY,41015,,,39.045,-84.512,NAD83,IP CORP,6151336,IP CORP,NO,325,Chemicals,,,,,,,325211,,,,,,1.31922E+12,Methyl methacrylate,NO,80626,80-62-6,8458,YES,TRI,NO,0,NO,NO,R,Pounds,373,1,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,374,0,0,0,0,0,0,732,0,1106,,PRODUCTION,1
2019,42351CMMNWKYHWY,1.10058E+11,COMMONWEALTH ROLLED PRODUCTS INC,1372 KY HWY 1957,LEWISPORT,HANCOCK,KY,42351,,,37.950831,-86.845794,NAD83,NA,,ALERIS ROLLED PRODUCTS INC,NO,331,Primary Metals,,,,,,,331314,332812,331315,,,,1.31922E+12,Chlorine,NO,7782505,7782-50-5,154328,YES,TRI,NO,0,NO,NO,R,Pounds,5,319,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,324,0,0,0,0,0,0,0,0,324,,PRODUCTION,1
2019,42261MCRCY609GA,1.10044E+11,REAL ALLOY RECYCLING LLC,805 GARDNER LN,MORGANTOWN,BUTLER,KY,42261,,,37.202778,-86.721944,NAD83,REAL ALLOY RECYCLING LLC,81241691,REAL ALLOY HOLDING CO LLC,NO,331,Primary Metals,,,,,,,331314,,,,,,1.31922E+12,Dioxin and dioxin-like compounds,NO,N150,N150,755371,YES,Dioxin,NO,0,YES,NO,R,Grams,0,3.2618,0,0,0,0,0,0,61.974,0,0,0,0,0,65.2358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.2358,0,61.974,3.2618,0,0,0,0,0,0,0,0,65.2358,,PRODUCTION,1.04
2019,41096GLLTNUS42W,1.10001E+11,NUCOR STEEL GALLATIN LLC,US HWY 42 W,WARSAW,GALLATIN,KY,41095,,,38.766667,-85.004167,NAD83,NUCOR CORP,3446796,NUCOR CORP,NO,331,Primary Metals,,,,,,,331110,,,,,,1.31922E+12,Zinc compounds,NO,N982,N982,649699,NO,TRI,YES,1,NO,NO,R,Pounds,51.28,6116.05,47.44,0,0,0,0,0,0,0,0,0,0,0,6214.77,1.24,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0,718.09,72240.5,0,0,0,0,0,72959.83,0,8701005.21,0,0,0,8701005.21,0,0,0,0,0,0,0,0,0,0,0,8773965.04,79174.6,0,0,6214.77,72959.4084,0.4216,0,0,0,8701005.21,0,0,8780179.81,,PRODUCTION,0.96
2019,40211LSVLL4510A,1.1E+11,MPLX TERMINALS LLC - LOUISVILLE ALGON KY TERMINAL,4510 ALGONQUIN PKWY,LOUISVILLE,JEFFERSON,KY,40211,,,38.230684,-85.82979,NAD83,MARATHON PETROLEUM CORP,968393996,MARATHON PETROLEUM CORP,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31922E+12,"Benzo[g,h,i]perylene",NO,191242,191-24-2,40576,YES,PBT,NO,0,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,27,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,27.1,27,0,0,0,27,0,0,0.1,0,0,0.1,0,27.2,,PRODUCTION,1
2019,40272LSVLL14660,1.1E+11,LOUISVILLE GAS & ELECTRIC CO - MILL CREEK STATION,14660 DIXIE HWY,LOUISVILLE,JEFFERSON,KY,40272,,,38.0501,-85.9076,NAD83,PPL CORP,621101484,PPL CORP,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1.31922E+12,Vanadium compounds,NO,N770,N770,755389,NO,TRI,YES,1,NO,NO,R,Pounds,0,231.82,0,0,0,0,0,0,50319,0,0,0,40673,0,91223.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91223.82,0,50319,40904.82,0,0,0,0,0,0,0,0,91223.82,,PRODUCTION,1
2019,42101LLLYN347CE,1.1E+11,SHERWIN-WILLIAMS CO,347 CENTRAL AVE,BOWLING GREEN,WARREN,KY,42101,,,36.93149,-86.49988,NAD83,THE SHERWIN-WILLIAMS CO,4206397,THE SHERWIN-WILLIAMS CO,NO,325,Chemicals,,,,,,,325510,,,,,,1.31922E+12,Toluene,NO,108883,108-88-3,25452,YES,TRI,NO,0,NO,NO,R,Pounds,8,435,0,0,0,0,0,0,0,0,0,0,0,0,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,47,0,0,0,0,90,0,90,0,137,443,0,0,443,0,0,0,47,2260,0,0,90,2840,,PRODUCTION,1
2019,40006LSVLL487CO,1.1E+11,LOUISVILLE GAS & ELECTRIC CO - TRIMBLE COUNTY STATION,487 CORN CREEK RD,BEDFORD,TRIMBLE,KY,40006,,,38.584751,-85.411645,NAD83,PPL CORP,621101484,PPL CORP,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1.31922E+12,Copper compounds,NO,N100,N100,649491,NO,TRI,YES,1,NO,NO,R,Pounds,0.51,160.95,765.7,0,0,0,0,0,0,0,0,0,20880,0,21807.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21807.16,0,0,21807.16,0,0,0,0,0,0,0,0,21807.16,,PRODUCTION,1
2019,41129CLGNCUSROU,1.10008E+11,CALGON CARBON CORP,15024 US 23,CATLETTSBURG,BOYD,KY,41129,,,38.33721,-82.58925,NAD83,KURARAY HOLDINGS INC.,174708540,KURARAY HOLDINGS LTD,NO,325,Chemicals,,,,,,,325998,,,,,,1.31922E+12,"2,6-Dinitrotoluene",NO,606202,606-20-2,58875,NO,TRI,NO,0,YES,NO,R,Pounds,8,780,0,0,0,0,0,0,0,0,0,0,0,0,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788,0,0,788,0,0,0,0,0,0,77000,0,77788,,PRODUCTION,0.55
2019,40258KYLC07520D,1.1E+11,KEY OIL COMPANY-LOUISVILLE BULK PLANT,7520 DISTRIBUTION DR,LOUISVILLE,JEFFERSON,KY,40258,,,38.15097,-85.89533,NAD83,KEYSTOPS LLC,57589384,KEYSTOPS LLC,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31922E+12,Xylene (mixed isomers),NO,1330207,1330-20-7,84970,YES,TRI,NO,0,NO,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,41056SPRLCRTE8X,1.10012E+11,SPURLOCK POWER STATION,1301 WEST SECOND STREET,MAYSVILLE,MASON,KY,41056,,,38.700097,-83.817506,NAD83,EAST KENTUCKY POWER COOPERATIVE INC,7779416,EAST KENTUCKY POWER COOPERATIVE INC,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1.31922E+12,Manganese compounds,NO,N450,N450,650010,YES,TRI,YES,1,NO,NO,R,Pounds,0,140,140045,0,0,0,0,0,200000,0,0,0,270,0,340455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340455,0,200000,140000,0,0,0,0,0,0,0,0,340000,,PRODUCTION,0.76
2019,40216MTHRS2287R,1.10001E+11,FERRARA CANDY CO,2287 RALPH AVE,LOUISVILLE,JEFFERSON,KY,40216,,,38.20626,-85.80334,NAD83,FERRARA CANDY CO,5106224,FERRARA CANDY CO,NO,311,Food,,,,,,,311821,,,,,,1.31922E+12,Ammonia,NO,7664417,7664-41-7,152389,NO,TRI,NO,0,NO,NO,R,Pounds,0,30429,0,0,0,0,0,0,0,0,0,0,0,0,30429,62,94,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,156,30491,0,0,30429,0,62,0,0,0,0,0,94,30585,,ACTIVITY,0.87
2019,40383NTDLN102KU,1.1E+11,PILKINGTON NA INC,102 INDUSTRY DRIVE,VERSAILLES,WOODFORD,KY,40383,,,38.06412,-84.72239,NAD83,NA,,NA,NO,327,Nonmetallic Mineral Product,,,,,,,327215,,,,,,1.31922E+12,Copper  And Copper Compounds,YES,N100,N100,649491,NO,TRI,YES,1,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560.8,0,560.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560.8,560.8,0,0,0,0,560.8,0,0,0,0,0,0,560.8,,PRODUCTION,1
2019,40216MRCNS4500C,1.1E+11,AMERICAN SYNTHETIC RUBBER CO,4500 CAMPGROUND RD,LOUISVILLE,JEFFERSON,KY,40216,,,38.209317,-85.847511,NAD83,MICHELIN N.A. INC,44691848,MICHELIN NORTH AMERICA INC,NO,325,Chemicals,,,,,,,325212,,,,,,1.31922E+12,Titanium tetrachloride,NO,7550450,7550-45-0,151449,YES,TRI,NO,2,NO,NO,R,Pounds,5,5,41,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,10,0,0,0,0,0,0,0,0,10,41,PRODUCTION,0.81
2019,40216MRCNS4500C,1.1E+11,AMERICAN SYNTHETIC RUBBER CO,4500 CAMPGROUND RD,LOUISVILLE,JEFFERSON,KY,40216,,,38.209317,-85.847511,NAD83,MICHELIN N.A. INC,44691848,MICHELIN NORTH AMERICA INC,NO,325,Chemicals,,,,,,,325212,,,,,,1.31922E+12,Cyclohexane,NO,110827,110-82-7,27003,NO,TRI,NO,0,NO,NO,R,Pounds,17946,88922,0,0,0,0,0,0,0,0,0,0,0,0,106868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,102,0,0,0,0,0,0,572589.5,0,572589.5,0,0,0,0,0,0,0,0,572691.5,106970,0,0,106297,0,102,0,572589.5,0,0,1603605,0,2282593.5,571,PRODUCTION,0.69
2019,4200WPRCSN1231S,1.10071E+11,PRECISION MACHINE INC,1231 S 3RD ST,PADUCAH,MCCRACKEN,KY,42003,,,37.07467,-88.58891,NAD83,XTEK INC,37500659,XTEK INC,NO,332,Fabricated Metals,,,,,,,332710,,,,,,1.31922E+12,Nickel,NO,7440020,7440-02-0,149674,YES,TRI,YES,1,YES,NO,R,Pounds,63.85,0,0,0,0,0,0,0,0,0,0,0,0,0,63.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,0,0,0,0,0,0,18.4,0,0,0,0,18822.05,18822.05,0,0,0,0,0,0,0,0,0,0,0,18840.45,82.25,0,0,63.85,18.4,0,0,0,0,18822.05,0,0,18904.3,,,
2019,42029SKWLLHIGHW,1.10044E+11,CC METALS & ALLOYS LLC,1542 N MAIN ST,CALVERT CITY,MARSHALL,KY,42029,,,37.05648,-88.35108,NAD83,GEORGIAN AMERICAN ALLOYS INC,NA,GEORGIAN AMERICAN ALLOYS INC,NO,331,Primary Metals,,,,,,,331110,,,,,,1.31922E+12,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,1,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PRODUCTION,1.08
2019,40403HYSTRPOBOX,1.10001E+11,HYSTER YALE GROUP INC,2200 MENELAUS RD,BEREA,MADISON,KY,40403,,,37.60125,-84.29989,NAD83,HYSTER-YALE MATERIALS HANDLING INC,602472573,HYSTER-YALE MATERIALS HANDLING INC,NO,333,Machinery,,,,,,,333924,,,,,,1.31922E+12,Ethylene glycol,NO,107211,107-21-1,24257,YES,TRI,NO,0,NO,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2019,40225GPPLNAPPLI,1.10042E+11,GE APPLIANCES A HAIER CO - APPLIANCE PARK,4000 BUECHEL BANK RD,LOUISVILLE,JEFFERSON,KY,40225,,,38.17804,-85.65013,NAD83,HAIER US APPLIANCE SOLUTIONS INC,80280960,HAIER US APPLIANCE SOLUTIONS INC,NO,335,Electrical Equipment,,,,,,,335220,,,,,,1.31922E+12,Antimony compounds,NO,N010,N010,649921,YES,TRI,YES,1,NO,NO,R,Pounds,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,62,0,0,0,0,144,144,0,0,0,0,0,0,0,0,0,0,0,206,67,0,0,5,62,0,0,0,0,144,0,0,211,,PRODUCTION,1.01
2019,40509SFTYK550BL,1.1E+11,SAFETY-KLEEN SYSTEMS LEXINGTON (LEK),550 BLUESKY PKWY,LEXINGTON,FAYETTE,KY,40509,,,37.96126,-84.37347,NAD83,CLEAN HARBORS INC,157793639,CLEAN HARBORS INC,NO,562,Hazardous Waste,,,,,,,562112,484230,484220,,,,1.31922E+12,Lead,NO,7439921,7439-92-1,149583,YES,PBT,YES,1,YES,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392.6,0,0,392.6,0,0,0,0,0,0,0,0,0,0,0,392.6,0,0,0,0,0,0,0,0,0,392.6,0,0,392.6,,ACTIVITY,0.7
2019,40211BFGDR4100B,1.10001E+11,LUBRIZOL ADVANCED MATERIALS INC,4200 BELLS LN,LOUISVILLE,JEFFERSON,KY,40211,,,38.221389,-85.828611,NAD83,BERKSHIRE HATHAWAY INC,1024314,BERKSHIRE HATHAWAY INC,NO,325,Chemicals,,,,,,,325211,,,,,,1.31922E+12,Nonylphenol Ethoxylates,NO,N535,N535,1978074,NO,TRI,NO,0,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035.4,634.6,1670,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1041.4,0,0,0,0,0,0,70,0,70,0,193,0,0,0,0,827.6,0,1939,1041.4,0,0,0,1008,33.4,0,70,0,0,0,827.6,1939,,PRODUCTION,1.08
2019,42337STVPR13246,1.1E+11,US TVA PARADISE FOSSIL PLANT,13246 STATE RT 176 SUITE 10,DRAKESBORO,MUHLENBERG,KY,42337,,,37.2596,-86.9802,NAD83,US TENNESSEE VALLEY AUTHORITY,NA,US TENNESSEE VALLEY AUTHORITY,YES,2211,Electric Utilities,,,,,,,221112,,,,,,1.31922E+12,Arsenic compounds,NO,N020,N020,649418,YES,TRI,YES,1,NO,NO,R,Pounds,5,79,410,0,0,0,0,0,0,0,0,0,22000,0,22494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22494,0,0,22000,0,0,0,0,0,0,0,0,22000,,PRODUCTION,1.16
