General Electric Co Somerset Glass Plant,,JEFFERSON,37.105278,-84.618611,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Morehead Electric,,JEFFERSON,38.230853,-83.497181,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Regal Beloit America Inc,,JEFFERSON,38.155556,-83.459722,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Superior Battery Manufacturing Co,,MARSHALL,37.068792,-84.989938,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Superior Battery Manufacturing Co,,HANCOCK,37.067222,-85.005833,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Masonite International Corp,,HENDERSON,38.2055,-85.275917,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Material Recycling Solutions LLC,,HENDERSON,38.2046,-85.2681,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Kentucky Gage,,JEFFERSON,36.722528,-86.559167,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
South Union Elevator,,HOPKINS,36.876111,-86.656389,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Ambrake Corp,,BARREN,37.342472,-85.331111,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Refine Tile,,SIMPSON,36.812778,-87.163611,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Eagle Wire Co Inc,,HENDERSON,37.001389,-86.440278,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Eaton Corp,,BOYD,36.957903,-86.477959,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Huntsman Film Products Corp,,HENDERSON,36.950833,-86.501278,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
R C Components Inc,,CAMPBELL,36.923889,-86.5,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Ledvance LLC - Glass Plant,,BOURBON,38.046667,-84.750556,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Ledvance LLC - Lamp Plant,,HENRY,38.051389,-84.752778,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Huhtamaki Inc,,LOGAN,36.82666,-87.44277,Sites with Paper in the Name,50
International Paper Co,,OHIO,37.98861,-84.47778,Sites with Paper in the Name,50
Domtar Paper Co LLC - Hawesville Operations Bleached Pulp Mill,,SIMPSON,37.89389,-86.68611,Sites with Paper in the Name,50
Auburn Hosiery Mills Inc,,BARREN,36.863528,-86.708167,MFG- Textile Mills (313),50
American Nonwovens,,CARROLL,37.373056,-86.8475,MFG- Textile Mills (313),50
Stearns Technical Textiles Co,,MADISON,37.133889,-84.088889,MFG- Textile Mills (313),50
Former Sights Denim Systems Property,,GALLATIN,37.83306,-87.598261,MFG- Textile Mills (313),50
Indratech of Kentucky LLC,,SHELBY,38.205375,-85.534986,MFG- Textile Mills (313),50
Hickman Mills,,WARREN,36.556667,-89.209361,MFG- Textile Mills (313),50
Airguard Inc,,CHRISTIAN,38.205164,-85.550459,MFG- Textile Mills (313),50
Charles W Smith Business,,BUTLER,38.243056,-85.768056,MFG- Textile Mills (313),50
Sunrise Turquoise Inc,,JEFFERSON,38.22,-85.55,MFG- Textile Mills (313),50
Vitech Manufacturing LP,,JEFFERSON,36.830827,-87.438892,MFG- Textile Mills (313),50
Kapstone Paper and Packaging,,HANCOCK,36.927778,-86.500278,MFG- Textile Product Mills (314),50
Freudenberg Filtration Technologies,,HENRY,36.830833,-87.438889,MFG- Textile Product Mills (314),50
Lion Apparel - Hazel Green Distribution Center,,CALDWELL,37.785833,-83.356111,MFG- Textile Product Mills (314),50
US Chita Co Ltd,,BARREN,37.556667,-85.259444,MFG- Textile Product Mills (314),50
Stephens Pipe & Steel LLC,,BOYLE,37.0143,-85.1225,MFG- Textile Product Mills (314),50
Johns Manville International,,SIMPSON,38.978611,-84.613056,MFG- Paper Manufacturing (322),50
Stone Container Corp,,BOONE,38.160833,-85.735,MFG- Paper Manufacturing (322),50
Crescent Paper Tube Co Inc,,CHRISTIAN,37.915556,-86.906111,MFG- Paper Manufacturing (322),50
Weyerhaeuser Co,,CHRISTIAN,36.658306,-87.150083,MFG- Paper Manufacturing (322),50
Letica,,HENDERSON,,,MFG- Paper Manufacturing (322),50
Duro Hilex Poly LLC,,SCOTT,38.97621,-84.63238,MFG- Paper Manufacturing (322),50
Duro Hilex Poly LLC,,HARDIN,38.920556,-84.611111,MFG- Paper Manufacturing (322),50
Premier Packaging LLC,,BARREN,38.180556,-85.689167,MFG- Paper Manufacturing (322),50
Phoenix Paper Wickliffe LLC,,HARDIN,36.946111,-89.079167,MFG- Paper Manufacturing (322),50
3A Composites USA,,WARREN,37.003611,-85.944444,MFG- Paper Manufacturing (322),50
International Paper Company,,WOODFORD,37.811699,-87.595429,MFG- Paper Manufacturing (322),50
3M Cynthiana,,CAMPBELL,38.38194,-84.296111,MFG- Paper Manufacturing (322),50
Domtar Paper Co - Hawesville Operations Corrugated Medium Mills,,MARION,37.893056,-86.691667,MFG- Paper Manufacturing (322),50
Essity Operations Wausau LLC,,HENRY,37.78604,-84.86647,MFG- Paper Manufacturing (322),50
Georgia-Pacific Consumer Operations LLC,,WARREN,38.079167,-84.525278,MFG- Paper Manufacturing (322),50
International Paper Co,,BOURBON,38.01456,-84.44045,MFG- Paper Manufacturing (322),50
WestRock CP LLC,,KNOX,38.063909,-84.524418,MFG- Paper Manufacturing (322),50
Fibermark Inc,,MARION,37.809444,-87.049722,MFG- Paper Manufacturing (322),50
Kimberly-Clark Corp,,OHIO,37.82083,-87.301667,MFG- Paper Manufacturing (322),50
Miami Valley Paper Co,,BOONE,38.787222,-84.602528,MFG- Paper Manufacturing (322),50
International Paper - Maysville Mill,,JEFFERSON,38.674167,-83.783333,MFG- Paper Manufacturing (322),50
Crescent Paper Tube Co Inc,,JEFFERSON,38.978667,-84.623222,MFG- Paper Manufacturing (322),50
Huhtamaki Inc,,BARREN,36.82666,-87.44277,MFG- Paper Manufacturing (322),50
International Paper Company,,JEFFERSON,36.930556,-86.488056,MFG- Paper Manufacturing (322),50
Georgia-Pacific Consumer Operations LLC,,JEFFERSON,36.928333,-86.506111,MFG- Paper Manufacturing (322),50
Duro Paper Bag Manufacturing Co,,SIMPSON,39.075278,-84.507778,MFG- Paper Manufacturing (322),50
International Paper Company,,HOPKINS,38.185833,-85.653611,MFG- Paper Manufacturing (322),50
WestRock Converting LLC,,WARREN,37.8875,-84.581111,MFG- Paper Manufacturing (322),50
Bemis Packaging Inc,,MASON,38.226418,-85.255285,MFG- Paper Manufacturing (322),50
CRG Technologies LLC,,CHRISTIAN,38.223333,-85.552778,MFG- Paper Manufacturing (322),50
Southern Standard Cartons Inc,,FRANKLIN,38.210278,-85.565556,MFG- Paper Manufacturing (322),50
Mondi Bags USA LLC,,PULASKI,38.15259,-85.75432,MFG- Paper Manufacturing (322),50
Tin Inc dba Temple-Inland,,MARION,38.18998,-85.65922,MFG- Paper Manufacturing (322),50
Jefferson Smurfit Corp,,WARREN,38.304722,-85.521667,MFG- Paper Manufacturing (322),50
Glotzbach Hauling & Recycling LLC,,MADISON,38.235911,-85.804592,MFG- Paper Manufacturing (322),50
Ahlstrom-Munksjo Filtration LLC,,MERCER,37.34568,-87.50219,MFG- Paper Manufacturing (322),50
Domtar Paper Co LLC - Hawesville Operations Bleached Pulp Mill,,WARREN,37.893889,-86.686111,MFG- Paper Manufacturing (322),50
CCL Label Corp,,SHELBY,39.031389,-84.436389,MFG- Paper Manufacturing (322),50
Western States Envelope & Label,,JEFFERSON,39.041669,-84.628586,MFG- Paper Manufacturing (322),50
Winchester Sun Co,,BULLITT,37.99327,-84.1779,MFG- Paper Manufacturing (322),50
Fusion Paperboard US Inc,,JESSAMINE,39.089503,-84.720272,MFG- Paper Manufacturing (322),50
RKW Danafilms Inc,,BOYLE,36.790278,-86.558056,MFG- Paper Manufacturing (322),50
Amcor Flexibles Shelbyville,,HARDIN,38.227615,-85.256777,MFG- Paper Manufacturing (322),50
C & J Containers Inc,,CHRISTIAN,39.067778,-84.510833,MFG- Paper Manufacturing (322),50
Philmo Inc,,BOONE,36.710022,-86.569342,MFG- Paper Manufacturing (322),50
Coating Excellence International,,FRANKLIN,39.080442,-84.675173,MFG- Paper Manufacturing (322),50
Duro Bag Manufacturing,,NELSON,39.090722,-84.548848,MFG- Paper Manufacturing (322),50
Kapstone Containers Corp,,MADISON,37.084639,-84.601578,MFG- Paper Manufacturing (322),50
Packaging Unlimited,,BOONE,39.061824,-84.506057,MFG- Paper Manufacturing (322),50
Packaging Unlimited,,CUMBERLAND,38.2414,-85.771652,MFG- Paper Manufacturing (322),50
Tru Tone Finishing Inc,,BOONE,38.076908,-84.516319,Platting SIC,50
Tri-State Plating Inc,,WARREN,38.237806,-85.773196,Platting SIC,50
Central KY Processing,,FRANKLIN,38.013795,-84.440325,Platting SIC,50
YKK (USA) Inc,,NELSON,38.034722,-84.883056,Platting SIC,50
Modern Plating Coatings & Finishes,,NELSON,37.680833,-85.916111,Platting SIC,50
Ken Dec Inc,,SCOTT,37.165278,-85.919167,Platting SIC,50
Fet Engineering Inc,,PULASKI,37.83095,-85.4719,Platting SIC,50
Neo Industries Inc,,CHRISTIAN,37.385833,-86.868889,Platting SIC,50
Browns Plating Service Inc,,TRIGG,36.994038,-88.656636,Platting SIC,50
Livermore Industrial Plating Inc,,PULASKI,37.492917,-87.130944,Platting SIC,50
Hausner Hard Chrome Inc,,SCOTT,37.786753,-87.154657,Platting SIC,50
Curtis Maruyasu America Inc,,FAYETTE,37.555,-85.261944,Platting SIC,50
RANE Precision Die Casting,,WOODFORD,36.845357,-86.899106,Platting SIC,50
Huff Integrated Systems LLC,,PULASKI,37.696333,-87.850083,Platting SIC,50
Siegel-Robert Automotive - Bowling Green,,WASHINGTON,37.029738,-86.335649,Platting SIC,50
SRG Global Inc,,GRAYSON,38.209164,-83.480689,Platting SIC,50
Electro Shield Plating Inc,,TODD,38.2125,-84.552222,Platting SIC,50
Bekaert Corp,,BATH,38.207083,-85.279139,Platting SIC,50
Spalding University Athletics Field,,FULTON,38.241291,-85.7664,Platting SIC,50
Sunspring America,,,37.839533,-87.576099,Platting SIC,50
Bluegrass Sandblasting,,,38.14171,-84.62402,Platting SIC,50
Pioneer Plating LLC,,,38.20143,-84.54825,Platting SIC,50
Brite Metals Inc,,,36.77928,-86.56959,Platting SIC,50
Patriot Gauges LLC,,,36.707778,-86.569444,Platting SIC,50
R C Components Inc,,,36.923889,-86.5,Platting SIC,50
Combs Equipment Group LLC,,,36.678333,-83.683333,Platting SIC,50
Custom Plating & Restoration,,,38.08158,-84.54245,Platting SIC,50
Bluegrass Plating Co,,,37.737778,-84.287778,Platting SIC,50
Winston Products,,,38.20125,-85.55125,Platting SIC,50
BAE Systems Land & Armaments LP,,,38.170833,-85.756389,Platting SIC,50
High Tech Chrome Plating Inc,,,37.369705,-87.493167,Platting SIC,50
Russell Metal Spinning,,,37.298889,-85.374444,Platting SIC,50
Louisville Plating Co,,,38.155195,-85.759222,Platting SIC,50
I Brite Corp,,,37.00494,-88.530113,Platting SIC,50
ACC Enterprise,,,36.99118,-88.6209,Platting SIC,50
KOWA Kentucky Inc,,,36.909444,-84.061944,Platting SIC,50
A & S Tool & Gage,,,36.721439,-86.554697,Platting SIC,50
J R Horn Company LLC,,,37.770435,-84.857446,Platting SIC,50
"Kentucky Utilities Ghent Generating Station
",,,38.73212,-85.07068,Coal-fired power plant,75
Gallatin Nucor,,,38.72327,-85.017143,Steel copany,75
Nucor Steel Gallatin,,,38.71225,-85.10546,steel company,75
Carman Industries Inc,,,38.26866,-85.75093,Material handling industries,50
Carbide Industries LLC,,,38.22506,-85.83485,Manufacturer of CAC2 for slag conditioning,50
Industrial Machine & Tool,,,38.29118,-85.80297,Machine service,25
Carman Industries Inc,,,38.268661,-85.750931,material handling equipment industries,50
Ohio River Metal Services,,,38.32102,-85.66207,Metal industries,25
Emerald Transformer,,,38.592312,-85.487846,Industrial equipment,25
Motion Industries,,,38.66878,-85.13559,Industrial equipment,25
"Air Products & Chemicals, Inc",,,38.72327,-85.017143,Welding industry,50
Orion Engineered Seals,,,39.09436,-84.64865,Manufacture of sealing system,100
Peter Cremer North America,,,39.08565,-84.56969,Chemical manufacturer,100
TKF Conveyor Production,,,39.09488,-84.52591,Industrial equipment,25
Sonoco Products Co,,,39.1011,-84.50873,packaging manufacturer,50
Queen City Forging,,,39.10998,-84.4364,"metal forging solution using steel, aluminium, stainless and copper",25
Mesa Industries Inc,,,39.10768,-84.43201,Manufacture sealing component,50
Derrick Company Inc,,,39.09557,-84.42633,metal heating components,50
Dead Low Brewing,,,39.06363,-84.42323,Brewing company,25
Woodcraft Manufacturing Co. Inc,,,39.11641,-84.46538,manufacture woodcraft,50
Valvoline Co,,,39.07578,-84.61926,"manufacture oil, additives and lubricants",75
Marathon Petroleum Co,,,39.07659,-84.60504,Petroleum refineries,75
Grainger Industrial Supply,,,39.10265,-84.53223,Supply industrial equipemnt,25
Marathon Petro,,,38.73917,-82.83769,Petroleum refineries,75
Marathon Petroleum Co,,,37.97055,-87.6028,Petroleum refineries,75
Marathon Petroleum Corporation,,,37.92707,-87.90677,Petroleum refineries,75
"Catlettsburg Refinery
",,,38.383492,-82.602562,oil refineries,75
Contanda Terminals LLC,,,38.383492,-82.602562,"liquid storage, transport chemicals ",25
Cargill Inc,,,39.0477778,-84.4010407,manufacture agriculture products,75
CHS Inc,,,35.0846976,-90.1131562,Garden center,0
Beckjord Station,,,38.950577,-84.282127,power genearting industries,50
William H. Zimmer Power Station,,,38.950577,-84.282127,coal power plant,75
Carmeuse Lime & Stone,,,38.8380071,-84.2426767,manufacture steel ,50
TMK Ipsco Tubulars Inc,,,39.06137696,-84.48809356,Steel plant,75
Ashland Inc,,,38.3691346,-82.592475,Chemical manufacturer,100
Applied Industrial Technologies,,,38.4354336,-82.5930174,"Bearing , power transmission products",25
Motion Industries,,,38.3126963,-81.7170462,Industrial parts manufacturer,75
Nexeo Solutions,,,38.3678014,-82.5938265,Plastic industries,25
DALE HOLLOW RGNL (PETRO FIELD),,,36.63785006,-85.16384988,Airport,75
ASHLAND RGNL,,,38.55450749,-82.73800401,Airport,75
LONE PINE AERODROME,,,36.91254948,-86.78278286,Airport,75
GREENE COUNTY PARACHUTE CENTER,,,37.81534638,-85.53996285,Airport,75
SAMUELS FIELD,,,37.81434055,-85.49964367,Airport,75
LARKINS FARM,,,36.85111798,-88.92695014,Airport,75
EAGLE'S NEST,,,38.10334056,-86.45694952,Airport,75
BELCHER RGNL,,,37.36945171,-82.32417048,Airport,75
PIRATES COVE,,,36.77645023,-88.22226021,Airport,75
CARTERSVILLE,,,37.53556277,-84.40722666,Airport,75
BOWLING GREEN-WARREN COUNTY RGNL,,,36.96453479,-86.41967165,Airport,75
BOYCE WAFER FARM,,,36.81250698,-86.37500496,Airport,75
PLANE-O-FIELD,,,36.83472921,-86.45833832,Airport,75
BROOKS FIELD,,,38.0333128,-85.80083822,Airport,75
BARNES FARM,,,37.23084031,-88.31861666,Airport,75
BOSS,,,36.97258348,-84.62605641,Airport,75
LAKE BARKLEY STATE PARK,,,36.8178083,-87.90752207,Airport,75
LOWE,,,36.86255582,-87.79029843,Airport,75
MOSELEY FIELD,,,37.59250709,-87.28111639,Airport,75
WOOSLEY FIELD,,,37.55222931,-87.27139416,Airport,75
TAYLOR COUNTY,,,37.35828492,-85.30942136,Airport,75
CRAW DADDY LANDING,,,38.67278518,-85.18278253,Airport,75
DUFF,,,37.35259972,-83.34240578,Airport,75
MC GREW,,,37.50756296,-86.20553246,Airport,75
CLINTON-HICKMAN COUNTY,,,36.63611794,-88.99861681,Airport,75
COLUMBIA-ADAIR CO.,,,37.0853468,-85.34718913,Airport,75
CINCINNATI/NORTHERN KENTUCKY INTL,,,39.04884416,-84.66782685,Airport,75
WOODLEDGE FARM,,,38.28341064,-85.4819087,Airport,75
TERRY FIELD,,,36.89867355,-88.84672956,Airport,75
CYNTHIANA-HARRISON COUNTY,,,38.36617127,-84.28334891,Airport,75
GRAVITY ZERO,,,37.65556278,-84.69028231,Airport,75
STUART POWELL FIELD,,,37.57758221,-84.76950233,Airport,75
TRADEWATER,,,37.18592366,-87.67500536,Airport,75
SAMUELS SPRINGS,,,37.89784612,-85.55523841,Airport,75
CONRADS,,,38.70646354,-84.59994708,Airport,75
ADDINGTON FIELD,,,37.68600717,-85.92503267,Airport,75
OZ,,,37.65500717,-85.81361597,Airport,75
STANDARD FIELD,,,36.80278472,-87.17639408,Airport,75
SHORT,,,37.2723091,-84.55716863,Airport,75
ROUGH RIVER STATE PARK,,,37.60981269,-86.50717172,Airport,75
GENE SNYDER,,,38.70408244,-84.39182396,Airport,75
WILLOW ISLAND AIRPARK,,,38.12090729,-85.33190392,Airport,75
FLEMING-MASON,,,38.54181299,-83.7433932,Airport,75
ESTES,,,38.98340165,-84.66611573,Airport,75
CAMPBELL AAF (FORT CAMPBELL),,,36.67258357,-87.49237833,Airport,75
GODMAN AAF,,,37.90721527,-85.97157437,Airport,75
ADAIR,,,36.75334032,-85.95389373,Airport,75
CAPITAL CITY,,,38.18173898,-84.90675435,Airport,75
ARNEMANN FARMS,,,36.76556252,-86.61833836,Airport,75
CUMMINGS FARMS AIRFIELD,,,36.72806251,-86.72556061,Airport,75
WELCOME FIELD,,,36.71115945,-86.63611197,Airport,75
FULTON,,,36.5256432,-88.91784872,Airport,75
GEORGETOWN SCOTT COUNTY - MARSHALL FLD,,,38.23445179,-84.43469894,Airport,75
KENTUCKY DAM STATE PARK,,,37.00970138,-88.29933886,Airport,75
CREEK SIDE LANDING,,,36.89500703,-85.77278257,Airport,75
GLASGOW MUNI,,,37.03178482,-85.95375486,Airport,75
MUHLENBERG COUNTY,,,37.22623758,-87.15639133,Airport,75
J & C ANTIQUE AIRFIELD,,,36.76195133,-88.3766722,Airport,75
BRECKINRIDGE COUNTY,,,37.78506661,-86.44192699,Airport,75
TUCKER-GUTHRIE MEMORIAL,,,36.85933823,-83.35847825,Airport,75
OHIO COUNTY,,,37.45856264,-86.84983848,Airport,75
WENDELL H FORD,,,37.38736834,-83.2616152,Airport,75
FLYING H FARMS,,,37.79171656,-87.54140454,Airport,75
HENDERSON CITY-COUNTY,,,37.80784045,-87.68569985,Airport,75
ALEXANDER FIELD,,,36.5230068,-89.05170015,Airport,75
NATCHEZ TRACE FARM,,,37.13506068,-85.78942037,Airport,75
HORNBACK,,,37.62139606,-85.79222707,Airport,75
LINCOLN FARM,,,37.53756743,-85.73746538,Airport,75
HOPKINSVILLE-CHRISTIAN COUNTY,,,36.85697917,-87.45508861,Airport,75
CAINTUCKEE,,,38.93553525,-84.56828237,Airport,75
JULIAN CARROLL,,,37.59386838,-83.31725412,Airport,75
RUSSELL COUNTY,,,37.00970152,-85.10275461,Airport,75
BUZZARD'S ROOST,,,38.01480479,-84.84162016,Airport,75
GRAYSON COUNTY,,,37.39978488,-86.26125497,Airport,75
HANCOCK CO-RON LEWIS FIELD,,,37.95320163,-86.85717185,Airport,75
BLUE GRASS,,,38.0367573,-84.60864342,Airport,75
COAL FIELD,,,38.01227675,-84.34647946,Airport,75
LIBERTY-CASEY COUNTY,,,37.3085627,-85.05911573,Airport,75
CHESNUT KNOLLS,,,37.15111825,-84.25750437,Airport,75
LONDON-CORBIN ARPT-MAGEE FIELD,,,37.08689603,-84.0773932,Airport,75
TEC FIELD,,,37.02374879,-84.12205988,Airport,75
BLUE LICK,,,38.08062976,-85.69329735,Airport,75
BOWMAN FIELD,,,38.22799118,-85.66375375,Airport,75
JEFFRIES FARM,,,38.36056289,-85.36306033,Airport,75
LOUISVILLE INTL-STANDIFORD FIELD,,,38.17409311,-85.73650376,Airport,75
MADISONVILLE MUNI,,,37.3559376,-87.39822752,Airport,75
SKY,,,37.11722938,-83.73611532,Airport,75
MARION-CRITTENDEN COUNTY,,,37.33627923,-88.1097305,Airport,75
MAYFIELD GRAVES COUNTY,,,36.76964576,-88.58467226,Airport,75
MIDDLESBORO-BELL COUNTY,,,36.61025706,-83.73730974,Airport,75
SELDOM SCENE,,,38.10556286,-84.85000461,Airport,75
WAYNE COUNTY,,,36.85528484,-84.85614341,Airport,75
MOREHEAD-ROWAN COUNTY CLYDE A. THOMAS RGNL,,,38.21500738,-83.58761536,Airport,75
MOUNT STERLING-MONTGOMERY COUNTY,,,38.05814622,-83.97958768,Airport,75
ONE OAK,,,38.11119707,-83.87353627,Airport,75
BRANDON AIRDROME,,,36.57589574,-88.313378,Airport,75
KYLE-OAKLEY FIELD,,,36.6645902,-88.3727833,Airport,75
TURNER FIELD,,,36.73111799,-88.24722771,Airport,75
DEER RUN AIRPARK,,,38.47028514,-85.13861583,Airport,75
JOHN M. FOREE,,,38.46035153,-85.16857028,Airport,75
LUCAS FIELD,,,37.87128505,-84.6105323,Airport,75
WOMSTEAD FIELD,,,38.37500743,-83.15472635,Airport,75
MILES,,,37.70561018,-87.15611386,Airport,75
OWENSBORO-DAVIESS COUNTY,,,37.73884129,-87.16683359,Airport,75
OWEN AIR PARK,,,38.62278519,-84.77889352,Airport,75
SCHRODER,,,38.55007489,-84.76328462,Airport,75
BARKLEY RGNL,,,37.06029442,-88.772964,Airport,75
PAINTSVILLE-PRESTONSBURG-COMBS FIELD,,,37.74593621,-82.77905286,Airport,75
AIR CASTLE,,,38.11814011,-84.30243695,Airport,75
BLUE HAVEN FARM,,,38.17369456,-84.36827281,Airport,75
WILD BLUE,,,38.11056288,-84.32222668,Airport,75
ZANZIBAR FARM,,,38.12980622,-84.33021585,Airport,75
SUNRISE ACRES,,,39.03478804,-84.87273274,Airport,75
TIMMONS FIELD,,,38.28424398,-85.47260286,Airport,75
PIKE COUNTY-HATCHER FIELD,,,37.56181869,-82.56643584,Airport,75
MC CREARY COUNTY,,,36.69534038,-84.39144882,Airport,75
BIG SANDY RGNL,,,37.75103511,-82.63669837,Airport,75
PRINCETON-CALDWELL COUNTY,,,37.11513892,-87.85708735,Airport,75
PROVIDENCE-WEBSTER CO,,,37.42411815,-87.73597762,Airport,75
JORDAN HILL FARM,,,37.83250728,-84.18083773,Airport,75
MADISON,,,37.63154001,-84.3324447,Airport,75
WOOSLEY,,,37.50056263,-87.32944973,Airport,75
RUSSELLVILLE-LOGAN COUNTY,,,36.79992363,-86.81017175,Airport,75
DAVID LOWE,,,37.39616289,-87.23555775,Airport,75
SHANNON FIELD,,,37.39394067,-87.25889137,Airport,75
HAROLD REYNOLDS,,,37.88972948,-84.92778239,Airport,75
FLYING C FARMS,,,38.32861844,-85.2141714,Airport,75
MILES FIELD,,,38.1250073,-85.12500469,Airport,75
ROOSTER FIELD,,,38.29341038,-85.20496001,Airport,75
SHADY ACRES,,,37.94584057,-85.69694929,Airport,75
JAKE'S FIELD,,,38.4205629,-85.25778253,Airport,75
LAKE CUMBERLAND RGNL,,,37.05359044,-84.61564336,Airport,75
LEE'S AIRPARK,,,37.02334043,-84.72972672,Airport,75
ARNOLDS,,,37.65562915,-85.153853,Airport,75
LEBANON-SPRINGFIELD,,,37.63348414,-85.24184275,Airport,75
ROBBINS ROOST,,,37.40945162,-84.61972671,Airport,75
STANTON,,,37.85008897,-83.84575624,Airport,75
STURGIS MUNI,,,37.54178483,-87.95436658,Airport,75
LITTLE MOUNT INTL,,,38.07611839,-85.23667139,Airport,75
MASON VALLEY,,,38.0383406,-85.3594492,Airport,75
TOMPKINSVILLE-MONROE COUNTY,,,36.72903478,-85.65239364,Airport,75
BIGGER (STOL),,,37.61227739,-87.05694494,Airport,75
GOODE AIRPARK,,,37.6414435,-87.13166857,Airport,75
MUELLER FARM,,,38.82334078,-84.68472684,Airport,75
VERONA LANDING,,,38.81695189,-84.67111572,Airport,75
VINE GROVE,,,37.81590775,-85.96469019,Airport,75
WEST LIBERTY,,,37.91444067,-83.25194718,Airport,75
WEAVERS RUN,,,38.02861835,-85.89000491,Airport,75
CARR,,,36.7650904,-84.19938377,Airport,75
WILLIAMSBURG-WHITLEY COUNTY,,,36.79500707,-84.19953211,Airport,75
HISLE FIELD,,,37.94417398,-83.99778212,Airport,75
LYONS EAST,,,38.91999,-84.61891,Beverages,50
BRENNTAG MID-SOUTH INC,,,37.810556,-87.654833,Chemical Wholesalers,100
FRONTIER LOGISTICAL SERVICES LLC,,,38.20972,-85.82886,Chemical Wholesalers,100
SUPERIOR SOLVENTS & CHEMICALS,,,38.201389,-85.861944,Chemical Wholesalers,100
3M CO HEBRON,,,39.07921,-84.67376,Chemicals,100
A O SMITH CORP PROTECTIVE COATINGS DIV,,,38.97251,-84.60932,Chemicals,100
ALLNEX USA INC,,,38.180278,-85.753611,Chemicals,100
AMERICAN SYNTHETIC RUBBER CO,,,38.209317,-85.847511,Chemicals,100
AMFINE CHEMICAL CORP,,,36.790449,-87.378331,Chemicals,100
ARKEMA INC,,,37.056699,-88.365727,Chemicals,100
AVANTOR PERFORMANCE MATERIALS,,,38.229722,-84.2525,Chemicals,100
BASF CORP,,,38.27227,-85.80322,Chemicals,100
BENDA-LUTZ CORP,,,38.94722,-84.61511,Chemicals,100
BEST SANITIZERS INC,,,38.87988,-84.60318,Chemicals,100
CALGON CARBON CORP,,,38.33721,-82.58925,Chemicals,100
CAMCO CHEMICAL CO INC,,,38.97441,-84.60954,Chemicals,100
CARBIDE INDUSTRIES LLC,,,38.2219,-85.835574,Chemicals,100
CATALENT PHARMA SOLUTIONS,,,38.01643,-84.17959,Chemicals,100
CELANESE ENGINEERED MATERIALS,,,38.97533,-84.61785,Chemicals,100
CHEMOURS LOUISVILLE PLANT,,,38.21229,-85.83975,Chemicals,100
CHROMASCAPE INC,,,38.37301,-84.29329,Chemicals,100
CLARIANT CORP 12TH STREET FACILITY,,,38.233611,-85.7755,Chemicals,100
CLARIANT CORP CRITTENDEN DRIVE FACILITY,,,38.17448,-85.74961,Chemicals,100
COMMONWEALTH AGRI-ENERGY LLC,,,36.81342,-87.41009,Chemicals,100
CREOSALUS INC,,,38.248634,-85.733561,Chemicals,100
CYMETECH CORP,,,37.046288,-88.325437,Chemicals,100
CYTECH PRODUCTS INC,,,37.68327,-85.91353,Chemicals,100
DART POLYMERS INC,,,37.795833,-87.146389,Chemicals,100
DOW SILICONES CORP,,,38.7074,-85.1048,Chemicals,100
DUPONT LOUISVILLE PLANT,,,38.211676,-85.840572,Chemicals,100
DYNO NOBEL INC,,,37.239167,-87.295,Chemicals,100
ENNIS FLINT - PARIS,,,38.2161,-84.28348,Chemicals,100
ESTRON CHEMICALS INC,,,37.043639,-88.354639,Chemicals,100
EUROFINS MWG OPERON LLC,,,38.21128,-85.52346,Chemicals,100
EVONIK CORP,,,37.054722,-88.335,Chemicals,100
EVONIK CORP CALVERT CITY PLANT,,,37.041035,-88.348001,Chemicals,100
FLINT CPS INKS NA LLC,,,37.68836,-85.91434,Chemicals,100
GREENFIELD GLOBAL USA INC,,,38.20309,-85.27398,Chemicals,100
HEXION INC,,,38.195278,-85.872222,Chemicals,100
INGEVITY VIRGINIA CORP-WICKLIFFE CARBON PLANT,,,36.95,-89.066111,Chemicals,100
INTERPLASTIC CORP-FORT WRIGHT,,,39.045,-84.512,Chemicals,100
INTERPOLYMER CORP,,,38.15087,-85.89474,Chemicals,100
IOFINA CHEMICAL INC,,,39.00231,-84.534138,Chemicals,100
ISP CHEMICALS LLC,,,37.047737,-88.35866,Chemicals,100
JLOK CORP,,,37.27715,-87.487822,Chemicals,100
KELLEY TECHNICAL COATINGS INC,,,38.23123,-85.77925,Chemicals,100
KINGSFORD MANUFACTURING CO,,,36.96698,-84.5869,Chemicals,100
KUSTOM GROUP,,,38.92344,-84.6106,Chemicals,100
LOUISVILLE PACKAGING,,,38.141228,-85.754515,Chemicals,100
