__OBJECTID,FACILITY NAME,STATE,COUNTY,LATITUDE,LONGITUDE,INDUSTRY SECTOR,INDICATOR SCORE,x,y
223,PRESTRESS SERVICES INDUSTRIES LLC-LEXINGTON BRANCH,KY,FAYETTE,38.07026,-84.32427,,25,-84.3242700187342,38.0702599676832
224,CERTAINTEED GYPSUM,KY,CARROLL,38.71793,-85.092051,,25,-85.0920510190868,38.7179300197112
225,LANDMARK STONE,KY,HARRISON,38.37249,-84.30009,,25,-84.3000899764,38.372489992711
226,HARBISONWALKER INTERNATIONAL INC,KY,GREENUP,38.733189,-82.927627,,25,-82.9276269969949,38.7331890156174
227,CARMEUSE LIME & STONE MAYSVILLE FACILITY,KY,MASON,38.622778,-83.666111,,25,-83.6661109714919,38.6227780084548
228,CORNING INC,KY,MERCER,37.7578,-84.82742,,25,-84.8274200026307,37.7578000013111
229,FORTERRA CONCRETE INDUSTRIES INC - ELIZABETHTOWN,KY,HARDIN,37.681111,-85.839444,,25,-85.8394440354141,37.6811109904694
230,SUPERIOR GRAPHITE CO,KY,CHRISTIAN,36.839167,-87.462944,,25,-87.4629440057438,36.8391670100683
231,MERIDIAN BRICK - STANTON PLANT,KY,POWELL,37.874554,-83.860986,,25,-83.8609860095056,37.8745540295532
232,SUPERIOR COMPOSITES CO LLC,KY,LEWIS,38.601111,-83.274167,,25,-83.2741670298777,38.6011110321657
233,FLORIDA TILE INC,KY,ANDERSON,38.07215,-84.92352,,25,-84.9235199750952,38.072150015004
234,AGC FLAT GLASS N AMERICA INC,KY,MADISON,37.70034,-84.26929,,25,-84.2692899792426,37.7003400304184
235,DAL-TILE CORP LEWISPORT PLANT,KY,HANCOCK,37.9249,-86.90099,,25,-86.9009900338543,37.9249000207197
236,FORTERRA CONCRETE INDUSTRIES INC - LOUISVILLE,KY,JEFFERSON,38.20362,-85.84253,,25,-85.8425300179096,38.2036200136009
237,VESUVIUS USA - WURTLAND PLANT,KY,GREENUP,38.55272,-82.76651,,25,-82.7665100185378,38.5527199701773
238,OLDCASTLE PRECAST INC,KY,FAYETTE,38.0638,-84.55918,,25,-84.5591800045207,38.0638000161278
239,PILKINGTON NA INC,KY,WOODFORD,38.06412,-84.72239,,25,-84.7223899677583,38.0641199824869
240,CARMEUSE LIME & STONE BLACK RIVER FACILITY,KY,PENDLETON,38.836389,-84.242222,,25,-84.2422220329331,38.8363889753311
241,AGC AUTOMOTIVE AMERICAS,KY,HARDIN,37.668056,-85.920833,,25,-85.9208330171228,37.6680560315372
242,KOSMOS CEMENT CO LLC,KY,JEFFERSON,38.034696,-85.90601,,25,-85.9060100064511,38.0346959706907
243,FCI MANCHESTER,KY,CLAY,37.180621,-83.787672,,100,-83.7876719838858,37.1806210141389
244,US DOE PADUCAH SITE,KY,MCCRACKEN,37.120138,-88.811111,,100,-88.8111109703116,37.1201379932998
245,NASA JOHNSON SPACE CENTER WHITE SANDS TEST FACILITY,KY,FAYETTE,38.09783,-84.56638,,100,-84.5663800015229,38.0978299730641
246,US COAST GUARD BASE PORTSMOUTH,KY,MUHLENBERG,37.255,-87.202,,100,-87.2020000345399,37.2549999806563
247,US DOD USAF ROBINS AFB,KY,MADISON,37.718056,-84.263611,,100,-84.2636110096795,37.7180560032983
248,U.S. DOD USAF KINGSLEY FIELD ANG,KY,CHRISTIAN,36.651306,-87.466933,,100,-87.4669329747629,36.6513059939806
249,US DOD USAF JOINT BASE ELMENDORF-RICHARDSON,KY,HART,37.16096,-85.91705,,100,-85.9170500317983,37.1609600266434
250,US ARMY FORT STEWART (PART),KY,HARDIN,37.903266,-85.953442,,100,-85.9534420415994,37.9032659909544
251,ITW/FOILMARK INC,KY,MASON,38.69004,-83.80226,,50,-83.8022599952792,38.6900400336091
252,THE NEWARK GROUP INC,KY,DAVIESS,37.82256,-87.30449,,50,-87.3044899931149,37.8225600137481
253,BLUE RIDGE PAPER PRODUCTS LLC,KY,HARRISON,38.374346,-84.29449,,50,-84.2944899687504,38.3743460063911
254,OX PAPERBOARD MICHIGAN LLC,KY,HENDERSON,37.81658,-87.58802,,50,-87.5880200360129,37.8165799731544
255,WEIDMANN ELECTRICAL TECHNOLOGY INC (0511005006),KY,HOPKINS,37.34735,-87.50195,,50,-87.5019500231901,37.3473499655762
256,WESTROCK CONVERTING LLC,KY,BALLARD,36.944409,-89.07988,,50,-89.0798799862925,36.9444090084891
257,INTERNATIONAL PAPER GEORGETOWN MILL,KY,HANCOCK,37.894847,-86.685793,,50,-86.6857930379887,37.8948469864986
258,CERTAINTEED JONESBURG ROOFING PLANT,KY,JEFFERSON,38.227794,-85.83723,,75,-85.8372299577333,38.2277939839702
259,PAR HAWAII REFINING LLC,KY,WARREN,37.00256,-86.44482,,75,-86.4448199630236,37.0025599695546
260,GAF BUILDING MATERIALS CORP,KY,LYON,37.021111,-88.1425,,75,-88.1425000247386,37.0211110211442
261,MICHIGAN PAVING & MATERIALS- WOODLAND,KY,JEFFERSON,38.129963,-85.902096,,75,-85.9020959569267,38.1299630064314
262,AMERICAN REFINING GROUP INC,KY,BOYD,38.377246,-82.597162,,75,-82.5971619567953,38.3772459940772
263,MOUNTAIN STATE CARBON LLC,KY,DAVIESS,37.77271,-87.0808,,75,-87.0807999652271,37.7727100022169
264,TULCO OILS INC,KY,FAYETTE,38.06032,-84.53802,,75,-84.5380200083402,38.0603199733391
265,SINCLAIR KANSAS CITY PRODUCTS TERMINAL,KY,NELSON,37.8395,-85.47764,,75,-85.4776400088866,37.8394999914648
266,BALTIMORE TERMINAL,KY,JEFFERSON,38.230684,-85.82979,,75,-85.8297900207187,38.2306840295389
267,TESORO EAST HYNES TERMINAL,KY,CLARK,38.01204,-84.16439,,75,-84.1643900204233,38.0120399949395
268,C-PORT 2 LLC,KY,MCCRACKEN,37.0275,-88.528648,,75,-88.5286480361396,37.0275000279164
269,SAFETY-KLEEN SYSTEMS INC BUFFALO OIL RECOVERY FACILITY,KY,MCCRACKEN,37.09278,-88.60444,,75,-88.6044399746391,37.0927800349293
270,TESORO SAN DIEGO TERMINAL,KY,KENTON,39.052628,-84.499758,,75,-84.4997579756121,39.052628013366
271,LUBRICATION TECHNOLOGIES INC,KY,SIMPSON,36.79259,-86.5636,,75,-86.5635999709609,36.7925900353296
272,TESORO LOGISTICS BOISE TERMINAL,KY,JEFFERSON,38.15097,-85.89533,,75,-85.8953300258697,38.1509700165539
273,ALLIED AVIATION FUELING CO OF HOUSTON INC,KY,BOONE,39.06792,-84.63503,,75,-84.6350299741875,39.0679199673324
274,FLINT HILLS RESOURCES CORPUS CHRISTI LLC MUSTANG RIDGE,KY,FLOYD,37.671238,-82.78191,,75,-82.7819100171165,37.671238021068
275,GLOBAL COS LLC ALBANY TERMINAL,KY,JEFFERSON,38.204774,-85.848909,,75,-85.8489090445737,38.2047740296502
276,MOTIVA ENTERPRISES LLC - PORT EVERGLADES EAST TERMINAL,KY,MONTGOMERY,38.07644,-83.91942,,75,-83.9194199814331,38.0764400276078
277,SPEARS MANUFACTURING CO,KY,WASHINGTON,37.69516,-85.22725,,25,-85.2272499846296,37.6951600078535
278,US BATH GROUP LLC - DBA - MPL CO,KY,LOGAN,36.855556,-86.903889,,25,-86.9038889871077,36.8555560347766
279,BEST BATH SYSTEMS,KY,MADISON,37.70363,-84.27081,,25,-84.2708100185349,37.7036300172053
280,PLASTPRO INC,KY,JEFFERSON,38.141104,-85.754461,,25,-85.7544609840851,38.1411040195471
281,HYGENIC CORP,KY,MARSHALL,36.86642,-88.35834,,25,-88.3583400346845,36.8664200173693
282,PATCH RUBBER CO,KY,BOONE,38.96995,-84.63369,,25,-84.6336899572782,38.9699499893662
283,CRANE COMPOSITES INC,KY,WHITLEY,36.718889,-84.150278,,25,-84.150278026299,36.7188890131583
284,R3 COMPOSITES CORP,KY,BOONE,38.97528,-84.62371,,25,-84.6237100337977,38.9752799790981
285,LIDE INDUSTRIES-TROY FIBERGLASS,KY,LAUREL,37.11258,-84.07283,,25,-84.0728300435732,37.1125800261828
286,TPI COMPOSITES INC,KY,SHELBY,38.224002,-85.196429,,25,-85.1964289668945,38.2240019966251
287,NATIONWIDE TANK & PIPE LLC,KY,CLINTON,36.75196,-85.10431,,25,-85.1043099684431,36.7519599751854
288,HEXPOL - TALLAPOOSA (PKA PREFERRED COMPOUNDING CORP),KY,WARREN,36.95624,-86.48597,,25,-86.4859699895586,36.9562399887331
289,FIBERDOME INC PLANT 2,KY,SIMPSON,36.70667,-86.51995,,25,-86.5199500228218,36.7066700328816
290,POLYSEAL CORP,KY,JEFFERSON,38.22111,-85.78094,,25,-85.7809399948944,38.2211099917801
291,LATHAM POOL PRODUCTS INC D/B/A VIKING POOLS-LA,KY,DAVIESS,37.76767,-87.07965,,25,-87.0796500318319,37.7676700341674
292,UNIVERSAL PRODUCTS INC,KY,BOONE,38.97469,-84.62103,,25,-84.6210299999791,38.9746899970956
293,TOPP INDUSTRIES INC,KY,GREENUP,38.55323,-82.78818,,25,-82.788179988305,38.5532299935448
294,GRIFFITH POLYMERS INC,KY,BOONE,39.0556,-84.62163,,25,-84.6216299847574,39.0556000166401
295,FIBRE TECH INC,KY,SIMPSON,36.75588,-86.57649,,25,-86.5764899868043,36.7558799767705
296,SONOCO PROTECTIVE SOLUTIONS INC,KY,DAVIESS,37.810556,-87.049722,,25,-87.0497220293208,37.8105560140475
297,SPACEAGE SYNTHETICS LTD,KY,CALLOWAY,36.645157,-88.300054,,25,-88.3000540152843,36.6451569961101
298,QUANEX IG SYSTEMS,KY,MCCRACKEN,37.018667,-88.494917,,25,-88.4949170158731,37.0186670300114
299,ATLAS ROOFING CORP,KY,ROWAN,38.20968,-83.482457,,25,-83.4824569693553,38.2096800172318
300,MAAX US CORP,KY,KENTON,38.97133,-84.60903,,25,-84.6090300349193,38.9713299810323
301,TORAY PLASTICS (AMERICA) INC,KY,BOONE,39.07849,-84.67155,,25,-84.6715499939166,39.0784900288925
302,COLD CHAIN TECHNOLOGIES LLC,KY,JEFFERSON,38.210767,-85.845279,,25,-85.8452790423421,38.2107670233401
303,BWFREEMAN INC,KY,NELSON,37.824771,-85.43001,,25,-85.4300099850496,37.8247709967191
304,SIGNICAST LLC HARTFORD MANUFACTURING COMPLEX,KY,SHELBY,38.20904,-85.25669,,50,-85.2566900222784,38.2090400171465
305,AMERICAN CASTINGS LLC,KY,HENDERSON,37.80523,-87.64182,,50,-87.6418199587158,37.805229968677
306,PAC FOUNDRIES-INDUSTRY,KY,JEFFERSON,38.17205,-85.887508,,50,-85.8875080353648,38.1720500040307
307,ALLIED METAL CO,KY,SHELBY,38.208309,-85.279446,,50,-85.2794459653927,38.2083090252744
308,HARSCO METALS  - ECR,KY,SIMPSON,36.738611,-86.578056,,50,-86.5780560198391,36.7386110059413
309,NORTHWEST PIPE CO,KY,MARSHALL,37.05648,-88.35108,,50,-88.3510800302213,37.0564800173645
310,CERRO FLOW PRODUCTS LLC,KY,BOURBON,38.22018,-84.27096,,50,-84.2709600371873,38.2201800289009
311,SELMET INC,KY,HANCOCK,37.939971,-86.779117,,50,-86.7791170365622,37.9399710303163
312,YOUNG CORPORPORATION MELTEC DIV,KY,CHRISTIAN,36.82692,-87.44071,,50,-87.4407099838096,36.8269200164615
313,SOUTHWIRE CO-MINERAL WELLS PLANT,KY,MADISON,37.604444,-84.3025,,50,-84.3024999766443,37.6044440324493
314,BADGER FOUNDRY CO,KY,JEFFERSON,38.2404,-85.80183,,50,-85.8018299575005,38.2404000350336
315,HYDRO EXTRUSION NA LLC,KY,HENDERSON,37.651111,-87.533333,,50,-87.533333026967,37.6511109734293
316,GOULDS TURBINE FOUNDRY,KY,HENDERSON,37.808762,-87.632861,,50,-87.6328609705557,37.8087619952165
317,CMC STEEL FLORIDA,KY,LOGAN,36.847076,-86.898466,,50,-86.8984660374005,36.8470760328009
318,JEFFREY CHAIN LP (OPERATING AS RENOLD JEFFREY),KY,GALLATIN,38.703965,-85.117408,,50,-85.1174080341062,38.7039649698379
319,NSS TECHNOLOGIES INC,KY,CAMPBELL,39.068056,-84.491111,,50,-84.4911109723503,39.068055970234
320,MINTEQ/SPECIALTY MINERALS,KY,JEFFERSON,38.151389,-85.764167,,50,-85.7641670112354,38.1513889944655
321,OS KELLY CO,KY,HENDERSON,37.81204,-87.65819,,50,-87.6581899581383,37.8120399962089
322,BRISTOL METALS LLC - MUNHALL PLANT,KY,BOYD,38.498333,-82.663611,,50,-82.6636109671823,38.4983329815829
323,BOOSE QUALITY CASTINGS,KY,HENDERSON,37.6569,-87.5006,,50,-87.5006000349812,37.6569000009374
324,VOESTALPINE TEXAS LLC,KY,HENDERSON,37.80272,-87.65869,,50,-87.6586899604254,37.8027200085841
325,JSW STEEL USA OHIO INC,KY,JEFFERSON,38.15182,-85.69415,,50,-85.6941499823714,38.1518199790119
326,INTERNATIONAL WIRE GROUP-OMEGA WIRE FACILITY,KY,WARREN,36.9313,-86.50599,,50,-86.5059900236435,36.9312999681783
327,SHELBY WELDED TUBE,KY,GALLATIN,38.766667,-85.004167,,50,-85.0041670382108,38.7666669968991
328,HOWELL METAL CO,KY,HANCOCK,37.950831,-86.845794,,50,-86.8457940393684,37.9508310081676
329,OUTOKUMPU STAINLESS BAR LLC,KY,BUTLER,37.195,-86.723611,,50,-86.7236110334718,37.1950000076478
330,GREDE II - BREWTON,KY,JEFFERSON,38.21345,-85.83762,,50,-85.8376200062297,38.2134500237321
331,BRAEBURN ALLOY STEEL ROLLING MILL FAC,KY,LOGAN,36.942885,-86.937382,,50,-86.9373820436553,36.9428849993357
332,PERMA-CAST A WABTEC CO,KY,OHIO,37.380278,-86.925556,,50,-86.9255559924345,37.3802779733832
333,PACE INDUSTRIES GRAFTON DIV,KY,BARREN,36.97383,-85.92649,,50,-85.9264899779615,36.9738299696504
334,GRANGES AMERICAS INC,KY,HANCOCK,37.944999,-86.787778,,50,-86.787777963711,37.9449990196736
335,GENERAL CABLE INDUSTRIES INC,KY,HENRY,38.357222,-85.161389,,50,-85.1613890114276,38.357222026845
336,MAGPRO LLC,KY,LAUREL,37.019444,-84.12,,50,-84.1200000401531,37.0194440233022
337,RYDER-HEIL BRONZE INC,KY,BOYD,38.26704,-82.58087,,50,-82.580870020971,38.2670400276007
338,ASHLAND FOUNDRY & MACHINE WORKS,KY,CARROLL,38.727778,-85.072222,,50,-85.0722219668313,38.7277779919837
339,PLYMOUTH TUBE CO,KY,HOPKINS,37.355813,-87.539943,,50,-87.5399430104906,37.3558129983844
340,AK STEEL CORP MANSFIELD WO RKS,KY,HENRY,38.35844,-85.16553,,50,-85.1655299753928,38.3584400295957
341,ADVANCED CENTRIFUGALS LTD,KY,SIMPSON,36.796305,-86.555775,,50,-86.5557750160155,36.796305033269
342,CHAMPLAIN SPECIALTY METALS INC,KY,CALDWELL,37.1073,-87.92257,,50,-87.922569985304,37.1073000330688
343,PCC STRUCTURALS INC SMALL STRUCTURALS BUSINESS OPERATION,KY,BARREN,37.03061,-85.92469,,50,-85.9246900236267,37.0306100303259
344,TITANIUM METALS CORP,KY,JEFFERSON,38.14825,-85.6842,,50,-85.6841999727899,38.1482500277411
345,WOOT INC,KY,SHELBY,38.22461,-85.25683,,25,-85.2568299797997,38.2246099671082
346,WESTERN ROTO ENGRAVERS INC,KY,BOYLE,37.6235,-84.81278,,25,-84.8127799787824,37.6234999736865
347,LSC COMMUNICATIONS / MAPLE GROVE,KY,CLARK,38.013849,-84.187526,,25,-84.1875260407343,38.0138490221807
348,LSC COMMUNICATIONS / SPARTANBURG,KY,SIMPSON,36.745239,-86.569005,,25,-86.5690050441939,36.7452389923211
349,QUAD/GRAPHICS INC,KY,BOONE,38.972075,-84.623779,,25,-84.6237790244116,38.9720749656106
350,AMAZONCOM SERVICES LLC - ONT3,KY,BARREN,37.01067,-85.9504,,25,-85.9503999867213,37.010669985494
351,ITG BRANDS,KY,CHRISTIAN,36.89475,-87.48031,,25,-87.4803099673218,36.8947499944627
352,SANTA FE NATURAL TOBACCO CO,KY,CHRISTIAN,36.731928,-87.466894,,25,-87.4668939878796,36.7319280191549
353,STURDY CORP,KY,MASON,38.64667,-83.83496,,25,-83.8349600190941,38.6466699684917
354,MISSOURI METALS A DIV OF SAMUEL SON & CO (USA) INC,KY,CHRISTIAN,36.82271,-87.43211,,25,-87.4321099624371,36.8227099696932
355,ALTEC INDUSTRIES INC,KY,CHRISTIAN,36.83028,-87.44646,,25,-87.4464600101118,36.830280020967
356,CURT MANUFACTURING LLC,KY,BOURBON,38.22057,-84.27508,,25,-84.2750799805749,38.2205700261643
357,KATAYAMA AMERICAN CO INC,KY,KNOX,36.909054,-84.057623,,25,-84.0576230031175,36.9090540159139
358,REGAL MARINE INDUSTRIES INC,KY,SHELBY,38.222778,-85.25,,25,-85.249999998863,38.2227779951359
359,BOEING SOUTH CAROLINA,KY,BOONE,39.01753,-84.64234,,25,-84.642340014812,39.01753002917
360,BOSTON SHIP REPAIR LLC,KY,BARREN,36.97506,-85.93368,,25,-85.9336800036641,36.9750599800481
361,MALIBU BOATS LLC,KY,FRANKLIN,38.16236,-84.82428,,25,-84.8242800313866,38.1623599760533
362,SIKORSKY AIRCRAFT STRATFORD FACILITY,KY,MARION,37.555,-85.261944,,25,-85.2619439988806,37.5549999930155
363,CIGARETTE RACING TEAM LLC,KY,CUMBERLAND,36.786622,-85.36174,,25,-85.3617399997502,36.7866219801074
364,NASCO AIRCRAFT BRAKE INC,KY,CAMPBELL,39.05274,-84.49133,,25,-84.4913299816165,39.0527399784831
365,HARLEY-DAVIDSON MOTOR CO OPERATIONS INC,KY,FRANKLIN,38.16442,-84.81143,,25,-84.8114299905734,38.1644199766875
366,GALION-GODWIN TRUCK BODY CO LLC,KY,SCOTT,38.26035,-84.534367,,25,-84.5343670092373,38.260349979662
367,HONDA OF AMERICA MANUFACTURING INC,KY,WARREN,36.98155,-86.46586,,25,-86.4658600341137,36.9815500207712
368,TRINITY TRAILER MANUFACTURING INC,KY,OHIO,37.37528,-86.82651,,25,-86.8265099949957,37.3752799781828
369,FOREST RIVER SUNSEEKER DIV,KY,PULASKI,37.171618,-84.476625,,25,-84.4766250095731,37.1716180252954
370,SECTIONAL STAMPING INC,KY,MADISON,37.697926,-84.271982,,25,-84.2719819606545,37.6979260201743
371,ARNPRIOR AEROSPACE PORTLAND INC,KY,JEFFERSON,38.1547,-85.7255,,25,-85.7255000179773,38.154699972639
372,TECT (WHITCRAFT),KY,NELSON,37.8324,-85.4715,,25,-85.4715000239196,37.8323999723241
373,EATON CORP VEHICLE GROUP,KY,JEFFERSON,38.26935,-85.51241,,25,-85.5124100206106,38.269349978855
374,CHARLESTON CORP,KY,JEFFERSON,38.2935,-85.5322,,25,-85.5321999961513,38.2934999862111
375,TRIUMPH INSULATION SYSTEM,KY,JEFFERSON,38.177199,-85.67876,,25,-85.6787599550924,38.1771990000586
376,GENERAL DYNAMICS (NASSCO),KY,PULASKI,37.174663,-84.483665,,25,-84.4836650166232,37.1746629939494
377,RADIUS AEROSPACE - PHOENIX INC,KY,NELSON,37.83303,-85.47281,,25,-85.4728100370984,37.8330300028488
378,MCKECHNIE VEHICLE COMPONETS,KY,WOODFORD,38.06524,-84.72145,,25,-84.721449970645,38.0652399951749
379,DAIMLER TRUCKS NA LLC,KY,JESSAMINE,37.86167,-84.57548,,25,-84.5754800251825,37.8616699906153
380,GE AVIATION EVENDALE PLANT,KY,WOODFORD,38.163805,-84.673053,,25,-84.6730529652184,38.1638050055647
381,NORDAM REPAIR DIV,KY,DAVIESS,37.73005,-87.1593,,25,-87.1592999649822,37.7300500185808
382,CARRERA CUSTOM PAINTING INC,KY,BULLITT,37.965402,-85.676627,,25,-85.6766269952818,37.9654020135054
383,CORN ISLAND SHIPYARD INC,KY,HARDIN,37.6717,-85.92825,,25,-85.9282499572662,37.6716999848319
384,H-D MOTOR CO-TOMAHAWK SOMO,KY,MERCER,37.780833,-84.84,,25,-84.8400000098695,37.780832975348
385,STARLITE TRAILERS MFG INC,KY,WARREN,37.00911,-86.37923,,25,-86.3792300115428,37.0091100010787
386,OVERHEAD DOOR CO TODCO DIV,KY,MARION,37.59067,-85.24728,,25,-85.2472799900142,37.5906699760341
387,BARNES AEROSPACE - LANSING DIV,KY,HARDIN,37.67527,-85.92165,,25,-85.9216500348737,37.6752700279939
388,MEDINA BLANKING INC,KY,HOPKINS,37.357,-87.54833,,25,-87.5483300413092,37.3570000346389
389,GM SPRING HILL MANUFACTURING,KY,BARREN,36.989361,-85.932176,,25,-85.9321760442154,36.9893609886357
390,AVTECHTYEE,KY,CHRISTIAN,36.82502,-87.43657,,25,-87.4365700079912,36.8250200303539
391,RTI REMMELE ENGINEERING PLANT 10,KY,TRIGG,36.88445,-87.74848,,25,-87.7484799866712,36.8844499819957
392,DANA LIGHT AXLE PRODUCTS LLC,KY,WARREN,37.029889,-86.324556,,25,-86.3245560280685,37.0298890168018
393,JAYCO INC,KY,BOONE,38.922778,-84.610556,,25,-84.6105560030924,38.9227779846925
394,BOEING COMMERCIAL AIRPLANES - AUBURN,KY,CHRISTIAN,36.83108,-87.44682,,25,-87.4468199650461,36.8310800037143
395,FLEX-N-GATE,KY,PULASKI,37.055278,-84.602778,,25,-84.6027780300363,37.0552779929916
396,ICONIC MARINE GROUP LLC,KY,NELSON,37.84122,-85.4775,,25,-85.4774999615338,37.8412199810041
397,CATALINA YACHTS MORGAN DIV,KY,MARION,37.55812,-85.27517,,25,-85.2751699846403,37.5581200262459
398,MODINE MANUFACTURING CO,KY,HENRY,38.51296,-85.22987,,25,-85.2298700109873,38.5129599673058
399,TOA WINCHESTER LLC,KY,SIMPSON,36.76988,-86.57212,,25,-86.5721200422732,36.7698799817503
400,NISSAN NA INC,KY,MADISON,37.60295,-84.30992,,25,-84.3099199710596,37.6029499805233
401,ZF ACTIVE SAFETY & ELECTRONICS LLC,KY,HENDERSON,37.80548,-87.56714,,25,-87.5671400447065,37.8054800160197
402,TEXTRON AVIATION/WEST CAMPUS,KY,FAYETTE,38.09807,-84.5159,,25,-84.5158999826155,38.0980699776969
403,TRI-CON INDUSTRIES STAMPING PLANT,KY,NELSON,37.83285,-85.46517,,25,-85.4651699554385,37.8328500048121
404,UNISON INDUSTRIES LLC   PLANT S 3 & 4,KY,BOONE,39.0406,-84.63796,,25,-84.6379600091497,39.0405999728872
405,FORD MOTOR CO - LIVONIA TRANSMISSION PLANT,KY,WARREN,37.03607,-86.31826,,25,-86.3182600057367,37.0360699759996
406,RANGER BOATS ALUMINUM BOAT FACTORY,KY,WARREN,37.03688,-86.31821,,25,-86.3182099695754,37.0368799920263
407,LOCKHEED MARTIN MISSILES & FIRE CONTROL,KY,CHRISTIAN,36.79864,-87.38956,,25,-87.3895600013634,36.7986399880764
408,PRATT & WHITNEY,KY,HARDIN,37.65254,-85.85231,,25,-85.8523099764078,37.6525399764083
409,SUNSTAR ENGINEERING AMERICAS INC  MOTORCYCLE DIV,KY,WARREN,37.00807,-86.36456,,25,-86.364559983964,37.0080699936811
410,L&E ENGINEERING,KY,SCOTT,38.19961,-84.54262,,25,-84.5426200114156,38.1996099691522
411,PLASTIC OMNIUM AUTO EXTERIORS LLC,KY,BOYLE,37.62867,-84.8235,,25,-84.8235000242254,37.628669987279
412,MORGAN OLSON LLC,KY,DAVIESS,37.73908,-87.15598,,25,-87.1559799713551,37.7390800237121
413,ANTOLIN NASHVILLE,KY,HARDIN,37.683611,-85.9175,,25,-85.9174999979242,37.6836110014123
414,WABTEC US RAIL INC,KY,JEFFERSON,38.16668,-85.88573,,25,-85.8857299999229,38.1666800057372
415,MURPHY PLYWOOD CO EUGENE OPERATIONS,KY,WASHINGTON,37.695347,-85.233578,,25,-85.2335779869855,37.6953470229377
416,PARKSITE TREATING PLANT,KY,PULASKI,37.04928,-84.58508,,25,-84.5850799612978,37.049279988942
417,SPI BURLINGTON,KY,BATH,38.025278,-83.705556,,25,-83.7055559956176,38.0252779846034
418,CAROLINA POLE LELAND,KY,FULTON,36.581111,-88.940556,,25,-88.940555956965,36.5811109750719
419,LANGDALE FOREST PRODUCTS CO,KY,GRAYSON,37.450522,-86.392959,,25,-86.39295896403,37.4505220107387
420,BOISE CASCADE WOOD PRODUCTS LLC KETTLE FALLS PLYWOOD,KY,TODD,36.64457,-87.15357,,25,-87.1535699711109,36.6445700062297
